Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Dur	Nep	Ratio	Inter	startTime
0	3	1	2	1	3	1	0	1	1	2	5	5	5	5	0	0	0	0	0	0	1	0	0	0	555
4	3	0	2	1	3	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	1	0	0	0	450
4	3	0	2	1	3	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	0	0	0	505
2	2	3	2	0	0	1	1	1	2	0	5	4	4	5	4	3	3	4	0	0	2	0	0	0	585
3	2	3	2	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	445
2	3	0	2	1	2	1	1	1	2	2	1	2	0	2	4	4	5	4	0	0	2	0	0	0	435
3	1	0	2	0	0	1	1	1	2	2	1	0	0	1	2	1	5	3	0	0	4	0	0	0	492
4	3	1	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	1	1	1	490
4	3	1	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	518
2	3	0	2	1	1	2	0	1	1	1	0	1	1	0	5	5	5	5	0	0	0	0	0	0	480
1	2	1	2	1	2	2	1	1	2	0	4	4	4	2	4	3	2	3	0	0	1	0	0	0	495
3	2	1	2	0	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	362
3	2	1	2	0	3	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	525
3	2	1	2	1	1	1	1	1	2	0	3	1	1	2	0	0	4	4	0	0	3	0	0	0	445
1	1	0	2	0	2	1	1	1	2	0	4	4	4	3	0	0	0	1	0	0	4	0	0	0	435
4	3	0	2	0	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	390
2	3	0	2	1	3	2	0	1	1	2	3	4	3	3	3	3	2	2	0	0	0	0	0	0	520
3	3	3	2	1	2	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	1	4	1	410
3	3	3	2	1	2	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	0	0	0	0	550
3	2	1	2	1	1	1	1	1	2	0	3	1	1	2	4	3	3	4	0	0	3	0	0	0	450
3	2	1	2	1	3	2	1	1	2	0	3	1	1	1	1	1	2	4	0	0	3	0	0	0	505
3	2	0	2	2	1	1	1	1	2	0	1	1	0	1	5	5	5	4	0	0	3	1	2	1	425
1	2	0	2	2	3	1	1	1	2	0	5	4	4	4	4	3	3	0	0	0	2	1	2	2	482
3	3	0	2	1	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	505
3	3	0	2	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	480
4	3	2	2	0	2	1	1	0	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	450
4	3	1	2	1	1	2	0	1	2	1	0	1	0	0	5	5	5	5	0	0	1	0	0	0	475
4	3	1	2	1	1	2	1	1	1	2	0	1	0	0	5	5	5	5	0	0	0	0	0	0	535
1	1	0	2	1	2	1	0	1	1	0	3	3	2	3	1	1	1	1	0	0	3	0	0	0	550
4	2	2	2	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	1	3	1	425
0	3	0	2	2	3	1	1	1	2	1	5	5	4	5	1	1	3	0	0	0	4	0	0	0	405
0	3	0	2	2	3	1	0	1	1	2	5	5	4	5	1	1	3	0	0	0	0	0	0	0	540
2	2	2	2	1	1	1	0	1	1	0	3	4	2	2	2	2	2	3	0	0	0	0	0	0	510
2	1	0	2	1	0	1	0	1	2	0	5	4	4	4	2	2	2	3	0	0	4	0	0	0	465
1	3	3	2	1	3	2	0	1	1	2	2	4	4	2	0	4	3	0	0	0	1	0	0	0	520
2	3	2	2	2	1	1	0	1	1	2	0	4	5	1	4	3	3	4	0	0	2	0	0	0	550
4	1	0	2	0	1	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	445
1	3	3	2	1	3	1	1	1	2	1	5	4	3	4	1	3	2	2	0	0	4	0	0	0	382
1	3	3	2	1	3	1	0	1	1	2	5	4	3	4	1	3	2	2	0	0	0	0	0	0	500
3	1	0	2	1	3	2	0	1	2	1	3	1	0	2	4	4	3	4	0	0	2	0	0	0	505
0	3	0	2	1	3	0	1	1	2	1	5	5	4	5	0	0	0	0	0	0	2	0	0	0	540
0	3	0	2	1	3	0	0	1	1	2	5	5	4	5	0	0	0	0	0	0	0	0	0	0	530
2	2	3	2	1	3	2	1	1	2	0	1	3	4	2	1	4	4	0	0	0	1	0	0	0	690
2	2	3	2	1	3	2	0	1	0	2	1	3	4	2	1	4	4	0	0	0	0	0	0	0	535
1	3	0	2	0	3	1	0	1	2	0	3	4	2	2	3	3	2	4	0	0	2	0	0	0	540
2	2	1	2	1	3	2	1	1	2	0	1	4	4	2	5	0	0	4	0	0	3	0	0	0	510
4	3	0	2	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	475
4	3	0	2	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	607
2	1	0	2	0	1	0	1	1	2	2	2	1	1	1	0	1	1	0	0	0	2	0	0	0	510
3	3	0	2	0	3	2	1	1	2	2	1	0	1	1	4	5	5	5	0	0	4	0	0	0	485
3	3	0	2	0	3	2	0	1	2	2	1	0	1	1	4	5	5	5	0	0	4	0	0	0	560
3	3	0	2	2	3	1	1	1	2	1	0	0	2	0	5	5	4	5	0	0	4	0	0	0	500
2	3	3	2	2	3	2	1	1	2	1	3	4	2	2	4	3	3	3	0	0	2	0	0	0	550
2	3	3	2	1	3	2	0	1	1	2	3	4	2	2	4	3	3	3	0	0	4	0	0	0	470
0	3	0	2	0	2	0	1	1	2	2	5	5	5	5	1	1	0	0	0	0	3	0	0	0	568
0	3	0	2	0	2	0	0	1	2	2	5	5	5	5	1	1	0	0	0	0	3	0	0	0	540
0	3	1	2	1	3	1	1	1	2	1	3	4	3	4	4	4	3	4	0	0	0	0	0	0	675
4	1	0	2	1	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	495
2	3	2	2	1	1	2	1	1	2	1	4	4	1	2	4	4	4	4	0	0	0	0	0	0	495
2	0	0	2	1	0	0	0	0	0	1	2	3	1	2	2	0	1	3	0	0	0	0	0	0	535
2	3	0	2	1	3	2	1	1	2	1	0	1	1	0	5	5	5	5	0	0	2	0	0	0	460
2	3	1	2	0	3	2	1	1	2	2	1	1	0	1	3	5	5	4	0	0	1	1	4	3	520
2	3	1	2	0	3	2	0	1	2	2	1	1	0	1	3	5	5	4	0	0	1	0	0	0	450
1	2	0	2	1	2	1	1	1	2	0	4	4	4	5	2	4	3	0	0	0	0	1	4	2	655
2	1	2	2	1	0	1	0	1	1	0	4	4	3	2	0	0	0	0	0	0	2	0	0	0	520
2	4	1	2	1	3	1	1	1	0	0	5	4	4	3	2	2	0	3	0	0	2	0	0	0	480
2	3	0	2	1	2	2	1	1	2	1	5	4	4	4	3	3	3	0	0	0	0	0	0	0	570
3	2	0	2	0	1	1	0	1	2	0	1	0	0	1	0	0	5	0	0	0	2	0	0	0	510
4	2	0	2	2	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	445
0	1	0	2	1	1	1	1	1	2	0	4	4	4	5	2	3	4	0	0	0	4	0	0	0	435
0	3	2	2	1	3	1	0	1	2	1	5	5	5	5	2	1	2	0	0	0	3	1	1	0	500
3	3	0	2	0	0	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	535
3	3	0	2	0	0	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	390
4	3	3	2	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	525
3	2	0	2	1	3	1	0	1	2	0	1	1	0	2	4	4	4	5	0	0	0	0	0	0	500
2	3	0	2	1	1	2	1	1	2	2	4	1	4	2	2	2	2	3	0	0	4	0	0	0	460
2	3	0	2	1	1	2	0	1	2	2	4	1	4	2	2	2	2	3	0	0	4	0	0	0	380
0	3	0	2	0	3	2	1	1	2	2	0	0	2	0	5	4	2	3	0	0	4	0	0	0	400
0	3	0	2	0	3	2	0	1	2	2	0	0	2	0	5	4	2	3	0	0	2	0	0	0	535
2	2	0	2	1	2	1	1	1	2	0	5	4	3	4	0	0	0	3	0	0	3	1	1	1	505
2	1	0	2	0	0	1	0	1	1	0	4	4	4	2	0	2	2	0	0	0	0	0	0	0	550
0	3	0	2	0	3	2	0	1	2	2	4	4	4	5	2	2	3	1	0	0	2	0	0	0	530
3	2	0	2	2	3	2	1	1	2	0	0	0	0	0	5	5	5	3	0	0	1	0	0	0	565
1	3	0	2	0	1	2	1	1	2	2	1	3	0	2	5	2	5	2	0	0	3	0	0	0	495
1	3	0	2	0	1	2	0	1	2	2	1	3	0	2	5	2	5	2	0	0	1	0	0	0	535
1	3	2	2	1	1	1	1	1	2	1	1	0	0	2	5	5	5	3	0	0	3	0	0	0	390
1	3	0	2	1	2	2	1	0	2	2	1	3	4	2	4	4	2	4	0	0	4	0	0	0	495
2	3	1	2	0	2	1	1	1	2	1	3	0	0	1	1	3	5	4	0	0	4	0	0	0	454
2	3	1	2	0	2	1	0	1	1	2	3	0	0	1	1	3	5	4	0	0	0	0	0	0	505
2	2	1	2	1	3	2	1	1	2	0	1	0	0	1	5	5	5	5	0	0	1	1	1	3	480
3	2	0	2	2	2	1	1	1	2	0	1	1	0	1	0	0	4	0	0	0	3	0	0	0	480
4	3	0	2	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	0	0	0	455
3	2	0	2	2	1	1	1	1	2	0	1	1	1	2	4	0	3	4	0	0	3	0	0	0	450
4	3	0	2	1	3	2	1	1	2	2	1	0	0	1	5	5	5	5	0	0	4	0	0	0	465
4	3	0	2	0	3	2	0	1	2	2	1	0	0	1	5	5	5	5	0	0	1	0	0	0	470
2	3	0	2	2	3	1	1	1	1	2	2	2	2	2	1	1	3	2	0	0	4	0	0	0	475
3	3	1	2	0	3	2	1	1	2	2	4	4	3	1	4	4	4	4	0	0	3	0	0	0	415
2	3	0	2	1	3	2	1	1	2	1	2	3	3	2	1	1	1	2	0	0	1	1	1	4	460
1	2	1	2	1	2	1	1	1	2	0	3	1	0	1	4	5	5	5	0	0	3	0	0	0	405
3	3	0	2	1	3	2	1	1	2	1	2	0	0	1	0	4	4	0	0	0	1	0	0	0	490
2	2	3	2	1	2	1	1	1	2	0	3	4	3	2	2	2	2	4	0	0	1	0	0	0	495
4	3	0	2	2	3	2	1	1	2	1	1	0	0	1	4	5	5	5	0	0	2	0	0	0	450
3	3	2	2	1	2	2	1	1	2	1	2	1	0	1	0	0	3	0	0	0	4	0	0	0	420
1	3	0	2	0	1	1	0	1	2	2	4	5	4	4	4	1	1	0	0	0	3	0	0	0	500
0	4	0	2	2	1	1	1	1	0	0	4	4	4	5	0	0	1	1	0	0	1	1	4	3	450
2	2	3	2	1	3	2	1	1	2	0	4	3	2	2	0	0	2	3	0	0	1	1	3	4	485
2	2	0	2	1	3	2	1	1	2	0	3	2	2	2	2	1	3	3	0	0	3	0	0	0	450
0	1	0	2	0	1	1	1	1	2	0	5	5	5	5	1	1	1	0	0	0	4	0	0	0	535
1	3	0	2	1	3	2	1	1	2	2	0	0	0	0	5	5	4	5	0	0	3	0	0	0	550
1	3	0	2	0	3	2	0	1	2	2	0	0	0	0	5	5	4	5	0	0	4	0	0	0	505
0	1	0	2	1	0	1	1	1	2	2	5	4	4	5	1	0	0	0	0	0	2	0	0	0	450
4	1	0	2	2	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	481
1	3	3	2	1	2	1	1	1	2	1	4	4	4	3	4	3	2	4	0	0	3	0	0	0	415
3	3	1	2	0	2	2	1	1	2	1	1	0	0	1	0	5	5	4	0	0	2	0	0	0	525
0	3	0	2	1	3	2	0	0	2	2	3	2	1	2	3	0	2	0	0	0	3	0	0	0	420
4	2	0	2	2	2	2	1	1	2	0	0	0	0	0	5	5	4	5	0	0	1	0	0	0	510
0	1	0	2	0	2	0	0	0	2	0	5	5	4	5	0	0	0	0	0	0	1	0	0	0	473
1	2	1	2	1	3	1	1	1	2	0	5	4	4	4	2	1	2	3	0	0	3	1	0	0	397
0	3	3	2	1	2	0	1	0	2	1	5	5	5	5	0	0	0	0	0	0	0	0	0	0	700
4	1	1	2	1	0	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	405
4	3	2	2	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	1	2	2	510
4	3	2	2	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	575
2	3	2	2	1	3	2	1	1	2	2	4	4	1	1	1	3	2	4	0	0	1	0	0	0	558
2	3	2	2	1	3	2	0	1	2	2	4	4	1	1	1	3	2	4	0	0	3	1	4	2	540
2	2	0	2	0	2	2	0	1	2	0	1	2	0	1	0	0	2	0	0	0	3	0	0	0	495
1	3	0	2	1	2	2	1	1	2	2	0	1	1	1	5	5	3	4	0	0	1	0	0	0	450
1	3	0	2	1	2	2	0	1	2	2	0	1	1	1	5	5	3	4	0	0	4	1	4	3	435
4	3	0	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	511
2	3	1	2	1	2	1	1	1	2	1	0	1	0	0	4	4	4	0	0	0	3	0	0	0	410
0	1	2	2	0	1	0	0	0	2	2	3	4	4	5	1	4	3	0	0	0	2	0	0	0	540
3	3	2	2	1	3	1	1	1	2	1	3	2	1	1	4	4	4	5	0	0	4	0	0	0	455
1	3	1	2	1	3	2	1	1	2	1	5	5	5	5	3	3	0	0	0	0	0	0	0	0	480
3	1	3	2	1	2	1	0	1	2	0	3	2	0	1	0	0	0	4	0	0	2	0	0	0	500
0	3	0	2	0	3	1	1	1	2	2	5	5	5	5	2	1	2	0	0	0	3	0	0	0	525
0	3	0	2	0	3	1	0	1	2	2	5	5	5	5	2	1	2	0	0	0	4	0	0	0	485
1	3	1	2	1	3	2	1	1	2	2	5	5	4	5	0	0	0	2	0	0	1	0	0	0	505
1	3	1	2	1	3	2	0	1	2	2	5	5	4	5	0	0	0	2	0	0	0	0	0	0	540
1	3	0	2	1	1	2	1	1	2	2	5	4	4	4	3	3	2	0	0	0	4	0	0	0	525
1	3	0	2	0	1	2	0	1	2	2	5	4	4	4	3	3	2	0	0	0	2	0	0	0	510
0	3	0	2	0	3	0	0	1	2	2	5	5	5	5	1	0	0	0	0	0	0	0	0	0	530
0	3	0	2	0	3	0	1	0	2	2	5	5	5	5	1	0	0	0	0	0	4	0	0	0	470
1	3	3	2	1	3	2	1	1	2	2	0	0	0	1	4	5	5	0	0	0	3	1	2	1	500
1	3	3	2	1	3	2	0	1	2	2	0	0	0	1	4	5	5	0	0	0	2	0	0	0	555
2	3	1	2	1	1	1	1	1	2	1	3	4	4	3	4	4	3	0	0	0	4	0	0	0	375
3	1	0	2	0	3	1	1	1	2	1	1	0	0	0	0	5	5	5	0	0	4	1	0	0	365
0	1	0	2	1	1	0	1	0	2	1	5	5	5	5	1	1	0	0	0	0	1	1	3	3	540
3	3	0	2	1	2	2	0	1	2	2	0	1	0	1	5	5	5	5	0	0	1	0	0	0	520
3	3	0	2	1	2	2	1	1	2	2	0	1	0	1	5	5	5	5	0	0	1	0	0	0	555
2	3	1	2	1	1	2	1	1	2	1	3	4	3	2	4	4	3	4	0	0	0	0	0	0	530
2	2	3	2	1	3	1	1	1	2	0	5	4	4	4	4	3	3	3	0	0	4	0	0	0	450
2	3	0	2	0	2	1	1	1	2	2	1	1	0	2	2	2	2	3	0	0	4	0	0	0	450
2	3	0	2	0	2	1	0	1	2	2	1	1	0	2	2	2	2	3	0	0	4	0	0	0	495
3	1	0	2	1	1	1	0	1	2	2	1	0	0	0	5	5	5	0	0	0	3	0	0	0	510
4	3	0	2	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	470
4	3	0	2	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	440
2	3	0	2	1	1	0	1	0	2	2	1	1	0	1	0	1	5	1	0	0	3	0	0	0	410
3	3	0	2	1	0	2	0	1	2	2	1	0	0	1	4	0	5	4	0	0	3	0	0	0	426
2	2	2	2	1	3	1	1	1	2	0	2	4	3	2	4	4	4	4	0	0	4	0	0	0	440
2	2	2	2	1	3	1	0	1	0	2	2	4	3	2	4	4	4	4	0	0	1	0	0	0	540
0	0	0	2	1	0	1	1	1	0	0	4	4	4	5	3	3	2	0	0	0	2	0	0	0	540
2	2	0	2	1	0	1	1	1	2	0	5	4	4	3	3	3	2	4	0	0	4	0	0	0	410
2	1	0	2	1	1	1	0	1	2	2	1	3	2	1	2	2	4	3	0	0	3	0	0	0	530
3	3	0	2	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	495
3	3	0	2	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	465
1	3	0	2	2	3	1	1	1	2	1	3	1	2	2	0	3	2	1	0	0	2	0	0	0	510
4	0	2	2	1	0	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	468
0	1	0	2	1	0	1	1	1	2	1	5	5	5	5	3	3	2	0	0	0	1	1	2	1	538
4	3	2	2	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	470
4	2	0	2	3	2	1	1	1	0	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	435
4	2	0	2	2	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	0	0	0	410
1	2	1	2	0	2	2	1	1	2	0	4	4	4	4	2	1	2	1	0	0	2	0	0	0	450
2	3	0	2	2	3	2	1	1	2	1	2	4	2	2	0	0	3	0	0	0	3	0	0	0	535
2	3	0	2	1	3	2	0	1	1	2	2	4	2	2	0	0	3	0	0	0	0	0	0	0	505
0	2	0	2	0	3	1	1	1	2	0	5	5	5	5	0	0	0	0	0	0	4	0	0	0	550
4	3	0	2	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	545
1	3	0	2	1	3	1	1	1	2	1	5	5	5	5	4	3	2	0	0	0	2	0	0	0	370
1	3	1	2	1	3	2	1	1	2	2	3	4	3	2	4	4	3	4	0	0	2	0	0	0	525
4	3	2	2	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	510
1	2	3	2	1	2	1	1	1	2	0	5	4	4	4	2	2	2	2	0	0	3	0	0	0	440
1	2	3	2	1	2	1	0	1	0	2	5	4	4	4	2	2	2	2	0	0	0	0	0	0	520
3	2	0	2	1	1	1	0	1	0	2	1	1	0	0	5	5	5	5	0	0	1	0	0	0	465
3	2	1	2	1	1	1	1	1	2	0	1	1	1	1	3	3	5	4	0	0	3	0	0	0	440
2	3	0	2	0	2	2	0	1	1	2	2	1	0	1	0	0	5	0	0	0	1	0	0	0	455
2	3	0	2	0	2	2	1	1	2	1	2	1	0	1	0	0	5	0	0	0	4	0	0	0	415
1	3	1	2	1	2	1	0	1	1	2	4	4	4	3	2	3	4	3	0	0	0	0	0	0	520
1	3	1	2	1	2	1	1	1	2	1	4	4	4	3	2	3	4	3	0	0	2	0	0	0	485
1	3	3	2	1	3	1	1	1	2	1	5	4	4	5	2	3	3	2	0	0	1	0	0	0	515
0	1	0	2	0	1	1	1	1	2	1	5	4	4	5	2	3	2	0	0	0	3	0	0	0	471
2	3	2	2	1	2	2	0	1	2	1	3	4	3	1	0	0	0	0	0	0	4	0	0	0	475
0	1	0	2	0	0	1	0	1	1	2	5	5	5	5	1	1	0	0	0	0	3	0	0	0	508
3	3	0	2	1	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	4	0	0	0	416
0	2	1	1	0	2	1	1	0	2	0	5	5	4	5	0	0	0	0	0	0	3	0	0	0	495
3	2	1	2	1	1	2	1	1	2	0	4	4	3	1	4	4	4	4	0	0	2	0	0	0	520
4	2	1	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	400
2	2	0	2	1	1	1	1	1	2	0	1	1	0	1	4	3	3	4	0	0	3	0	0	0	435
3	2	0	2	1	3	1	1	1	2	0	1	0	0	1	2	2	5	3	0	0	2	0	0	0	525
3	1	0	2	1	3	1	0	1	2	0	1	0	1	1	4	5	5	5	0	0	3	0	0	0	470
3	3	0	2	1	3	1	1	1	2	2	3	1	1	2	1	1	3	2	0	0	1	0	0	0	495
1	3	2	2	0	2	1	0	1	1	2	1	4	4	2	3	3	2	4	0	0	1	0	0	0	467
4	2	0	2	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	500
2	3	2	2	1	1	1	0	1	1	2	1	2	0	1	0	0	2	0	0	0	3	0	0	0	430
1	2	0	2	2	2	1	1	1	2	0	3	4	4	1	4	4	4	4	0	0	3	0	0	0	405
1	0	0	2	0	0	1	1	1	0	0	3	2	3	2	2	3	3	3	0	0	2	0	0	0	458
3	3	0	2	0	3	2	1	1	2	2	1	0	0	0	0	0	5	5	0	0	4	0	0	0	450
3	3	0	2	0	3	2	0	1	2	2	1	0	0	0	0	0	5	5	0	0	2	0	0	0	520
4	2	3	2	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	415
1	3	2	2	1	3	2	1	1	2	1	1	3	4	2	4	4	2	4	0	0	3	0	0	0	475
1	3	0	2	0	1	1	0	1	2	2	1	2	1	2	4	4	4	4	0	0	3	0	0	0	510
4	3	0	2	1	3	2	1	1	2	2	1	0	0	0	5	5	5	5	0	0	0	0	0	0	505
4	3	0	2	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	0	0	0	510
1	2	1	2	0	1	1	1	1	2	0	3	4	3	3	0	3	3	4	0	0	3	0	0	0	410
3	2	0	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	458
2	3	0	2	0	1	2	1	1	2	2	1	2	0	1	0	0	2	0	0	0	2	0	0	0	540
0	2	1	2	0	2	2	1	1	2	0	5	5	5	5	0	1	2	0	0	0	2	0	0	0	500
3	1	0	2	0	1	1	0	1	2	0	2	1	0	0	0	4	4	5	0	0	2	1	2	1	495
4	2	0	2	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	0	0	0	430
4	4	0	2	1	2	1	0	1	0	0	0	0	1	0	5	5	4	5	0	0	0	0	0	0	480
3	3	1	2	1	1	2	1	1	2	1	0	0	0	0	5	5	5	4	0	0	3	0	0	0	480
0	3	2	2	1	3	1	0	1	1	2	5	5	5	5	2	2	0	2	0	0	0	0	0	0	458
0	3	2	2	1	3	1	1	1	2	1	5	5	5	5	2	2	0	2	0	0	0	0	0	0	605
2	3	2	2	1	3	1	0	1	2	2	3	2	2	3	2	1	2	3	0	0	1	0	0	0	575
1	3	3	2	1	2	1	1	1	2	1	1	2	1	2	4	4	4	4	0	0	3	0	0	0	510
1	3	3	2	1	2	1	0	1	1	2	1	2	1	2	4	4	4	4	0	0	1	0	0	0	494
1	3	3	2	1	3	1	1	1	2	1	4	4	3	2	4	4	4	4	0	0	1	0	0	0	422
1	3	3	2	1	3	1	0	1	1	2	4	4	3	2	4	4	4	4	0	0	0	0	0	0	540
1	1	0	2	0	0	0	0	1	2	0	4	4	4	5	1	3	1	0	0	0	3	0	0	0	450
1	4	0	2	2	1	1	1	0	0	0	3	4	3	3	0	3	3	4	0	0	0	0	0	0	505
1	4	0	2	2	1	1	0	1	0	0	3	4	3	3	0	3	3	4	0	0	0	0	0	0	440
1	3	0	2	1	3	2	1	1	2	2	4	4	3	4	1	0	1	1	0	0	0	1	2	4	578
1	3	0	2	1	3	2	0	1	2	2	4	4	3	4	1	0	1	1	0	0	1	1	2	0	525
2	3	0	2	1	3	2	1	1	2	1	3	2	0	2	3	2	2	4	0	0	1	0	0	0	375
2	3	2	2	2	3	1	1	1	2	1	5	4	4	4	1	1	1	3	0	0	1	1	3	3	545
2	3	2	2	1	3	1	0	1	1	2	5	4	4	4	1	1	1	3	0	0	2	0	0	0	495
2	2	2	2	0	1	1	1	1	2	0	4	4	4	3	1	1	1	2	0	0	2	0	0	0	370
4	3	3	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	505
2	3	0	2	0	3	2	0	1	2	2	3	2	1	2	0	0	2	4	0	0	2	0	0	0	450
3	2	3	2	1	3	2	1	1	2	0	3	1	1	2	3	4	3	4	0	0	2	1	1	2	480
1	3	2	2	1	2	1	1	1	2	1	5	5	4	4	1	1	1	1	0	0	1	0	0	0	428
1	3	2	2	1	2	1	0	1	1	2	5	5	4	4	1	1	1	1	0	0	1	0	0	0	540
2	3	2	2	0	3	1	0	1	1	2	3	2	0	1	2	1	4	3	0	0	4	0	0	0	530
4	2	0	2	2	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	500
4	2	0	2	1	3	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	605
0	3	0	2	0	3	1	0	1	2	2	5	5	5	5	0	1	1	1	0	0	0	0	0	0	460
0	3	0	2	0	3	1	1	1	2	2	5	5	5	5	0	1	1	1	0	0	3	0	0	0	480
3	2	3	2	1	3	1	1	1	2	0	3	3	0	2	2	2	3	3	0	0	1	0	0	0	485
3	2	3	2	1	3	1	0	1	0	2	3	3	0	2	2	2	3	3	0	0	4	1	3	4	480
2	2	0	2	2	2	2	1	1	2	0	2	2	2	0	4	3	3	4	0	0	2	0	0	0	445
1	2	2	2	1	3	1	1	1	2	0	1	4	1	2	4	5	4	4	0	0	4	0	0	0	425
0	3	0	2	1	3	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	1	0	0	0	500
0	3	0	2	1	3	1	1	1	2	2	5	5	5	5	0	0	0	0	0	0	3	0	0	0	555
3	2	0	2	1	1	1	1	0	2	0	5	4	3	2	4	3	3	3	0	0	2	0	0	0	460
1	3	0	2	0	2	1	1	1	2	2	3	4	4	2	3	4	2	4	0	0	2	0	0	0	475
1	3	0	2	0	2	1	0	1	2	2	3	4	4	2	3	4	2	4	0	0	4	0	0	0	490
3	3	0	2	0	1	2	0	1	1	2	1	1	1	1	4	4	3	4	0	0	1	0	0	0	480
2	1	0	2	1	0	1	1	1	2	1	1	4	3	2	4	3	3	4	0	0	1	1	4	3	460
1	1	0	2	2	0	0	0	0	1	0	3	4	3	2	3	3	4	2	0	0	0	0	0	0	580
3	2	1	2	1	2	2	1	1	0	1	3	1	0	1	4	3	4	4	0	0	4	0	0	0	450
4	4	0	2	1	1	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	630
0	3	0	2	0	2	0	1	0	2	2	5	4	4	5	1	0	0	0	0	0	3	0	0	0	450
0	3	0	2	0	2	0	0	0	2	2	5	4	4	5	1	0	0	0	0	0	2	0	0	0	555
1	3	0	2	0	3	2	1	1	2	2	3	1	0	2	4	3	5	4	0	0	2	0	0	0	513
1	3	0	2	0	3	2	0	1	2	2	3	1	0	2	4	3	5	4	0	0	2	0	0	0	521
2	2	1	2	1	0	2	1	1	2	0	3	3	1	2	3	3	2	3	0	0	3	1	3	1	427
2	3	3	2	1	3	2	1	1	2	1	3	3	2	1	4	3	3	4	0	0	3	0	0	0	450
0	3	3	2	1	3	1	1	1	2	1	0	1	1	1	4	4	4	1	0	0	3	0	0	0	435
3	3	0	2	0	1	2	1	1	2	1	4	4	3	2	4	3	0	4	0	0	4	0	0	0	450
