Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	Durbreak
4	3	1	4	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	10
4	2	1	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	2	71
1	2	1	4	1	2	1	0	1	1	0	3	2	1	3	2	1	3	3	0	0	1	3	75
2	3	0	4	2	2	2	1	1	2	1	3	4	1	2	0	0	2	3	0	0	2	3	55
2	2	0	4	2	1	1	1	1	2	0	2	2	0	2	2	1	2	0	0	0	1	2	75
2	2	3	4	1	1	1	1	1	2	0	3	3	2	2	4	3	3	4	0	0	2	1	53
2	2	1	4	0	3	2	1	1	2	0	2	1	0	0	4	4	5	5	0	0	1	1	95
2	3	0	4	2	1	2	1	1	2	1	4	4	3	3	0	0	0	3	0	0	2	3	60
3	3	0	4	1	1	1	1	1	2	1	4	4	4	3	0	0	0	4	0	0	1	3	35
4	3	0	4	2	1	1	0	1	1	2	2	4	0	0	0	0	5	5	0	0	1	3	35
3	3	0	4	0	1	1	0	1	1	2	1	1	0	0	5	0	5	0	0	0	1	3	10
1	3	1	4	1	2	1	1	1	2	1	5	5	4	4	3	3	0	3	0	0	3	2	55
2	2	1	4	1	0	1	1	1	2	0	2	3	3	2	0	3	3	1	0	0	2	1	65
4	2	0	4	2	1	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	1	3	15
3	2	0	4	2	3	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	1	57
2	1	2	4	0	0	0	0	0	1	2	3	1	2	2	4	3	3	3	0	0	3	1	33
3	4	0	4	0	0	1	0	1	0	0	1	0	0	0	0	5	5	0	0	0	1	1	30
4	3	3	4	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	4	192
0	1	3	4	1	0	1	0	1	2	2	4	4	4	5	1	1	1	0	0	0	1	2	35
2	4	0	4	3	3	2	0	1	0	0	3	4	3	2	4	4	3	4	0	0	1	2	100
2	4	0	4	3	3	2	1	1	0	0	3	4	3	2	4	4	3	4	0	0	1	1	100
1	2	0	4	0	0	0	0	0	0	2	4	3	1	2	0	0	1	2	0	0	4	1	230
0	3	2	4	1	1	1	1	1	2	1	3	4	4	4	0	2	2	0	0	0	1	0	110
4	2	0	4	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	3	50
3	2	0	4	2	3	2	1	1	2	0	1	1	0	0	0	0	5	5	0	0	2	1	75
4	3	0	4	1	1	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	4	1	25
3	3	2	4	1	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	1	4	45
0	3	0	4	1	2	2	1	1	2	1	5	5	5	5	2	1	2	3	0	0	2	3	15
3	3	1	4	0	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	3	1	30
2	3	0	4	2	2	2	1	1	2	1	4	4	4	2	4	3	3	4	0	0	1	3	30
4	3	1	4	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	3	20
0	1	0	4	1	2	0	1	0	2	0	3	5	4	4	2	3	3	0	0	0	4	1	33
2	3	0	4	0	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	0	3	95
4	2	1	4	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	27
1	3	3	4	1	0	2	0	1	2	2	3	4	4	3	3	4	2	2	0	0	1	3	35
2	3	3	4	1	3	1	1	1	2	1	1	4	4	1	5	5	5	3	0	0	2	3	20
3	3	0	4	1	2	2	0	1	2	2	1	0	0	1	4	3	3	4	0	0	2	2	60
0	3	0	4	1	3	1	0	1	2	2	5	4	4	5	1	3	1	2	0	0	0	2	80
4	1	1	4	0	2	2	0	1	1	0	0	0	0	0	5	4	5	5	0	0	0	2	120
4	3	0	4	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	1	90
1	3	0	4	0	3	1	1	1	2	2	5	5	4	5	3	3	3	1	0	0	1	3	145
2	3	0	4	1	1	2	1	1	2	2	1	1	0	0	4	4	4	5	0	0	3	1	15
2	3	0	4	1	1	0	1	1	2	2	3	2	0	2	3	2	2	4	0	0	2	1	60
2	3	0	4	0	3	2	0	1	2	2	4	2	3	3	2	2	3	3	0	0	2	3	30
1	1	0	5	0	3	1	0	1	2	1	3	1	0	4	3	5	4	0	0	0	1	1	70
4	1	0	5	1	1	0	1	0	2	1	0	0	0	0	5	5	5	5	0	0	2	2	60
4	3	0	5	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	1	100
3	2	3	5	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	3	15
3	2	0	5	2	3	1	1	1	2	0	1	1	0	1	5	0	0	2	0	0	0	2	300
4	3	0	5	0	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	3	110
2	2	2	3	1	2	2	1	1	2	0	3	1	0	1	0	0	4	4	0	0	1	4	135
2	3	1	5	0	1	2	1	1	2	2	1	0	0	1	1	5	3	4	0	0	1	1	70
2	2	0	5	4	1	2	1	1	1	0	3	1	1	2	0	0	1	3	0	0	1	2	130
2	3	0	5	1	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	125
1	3	0	5	0	2	1	0	1	2	2	5	4	4	4	4	3	3	0	0	0	3	3	15
0	3	3	5	1	3	1	1	1	2	1	1	4	4	3	1	5	3	0	0	0	2	4	80
0	1	2	5	1	2	1	0	1	2	1	5	4	4	5	1	1	1	1	0	0	4	0	30
2	3	2	5	1	2	2	0	1	1	2	3	1	1	2	0	3	3	4	0	0	2	0	10
4	2	2	5	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	260
3	3	0	5	0	2	1	0	1	2	2	1	0	0	0	5	5	5	5	0	0	1	3	70
1	2	1	5	1	2	1	1	1	2	0	1	1	3	1	4	4	3	4	0	0	1	0	25
3	3	2	5	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	3	120
1	3	1	5	1	2	1	1	1	2	1	4	4	4	5	2	4	3	0	0	0	4	4	145
4	2	3	5	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	3	50
3	3	0	5	0	1	2	0	1	1	2	2	1	0	1	0	0	1	2	0	0	2	1	60
3	4	1	6	1	3	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	4	0	70
0	3	0	6	1	0	2	1	1	2	2	5	5	5	5	2	3	0	0	0	0	3	2	160
0	3	0	6	1	0	2	0	1	2	2	5	5	5	5	2	3	0	0	0	0	1	0	275
0	1	3	0	1	3	0	0	1	2	2	5	5	4	5	1	1	1	1	0	0	4	0	115
