Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	Durbreak
1	1	0	2	1	2	0	0	0	2	1	1	2	1	2	4	3	5	0	0	0	2	2	38
1	3	0	2	1	3	2	1	1	2	1	5	4	4	2	2	2	2	3	0	0	2	3	45
4	2	3	2	1	2	1	0	1	2	0	0	0	0	0	5	5	4	5	0	0	2	2	30
1	3	1	2	1	3	2	1	1	2	1	3	1	2	3	4	4	3	4	0	0	1	4	130
1	2	1	2	1	3	2	1	1	2	0	4	4	4	5	1	3	1	0	0	0	2	2	50
4	3	1	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	1	40
3	3	3	2	1	2	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	4	43
3	2	0	2	2	1	1	1	1	2	0	1	1	0	1	5	5	5	4	0	0	3	2	35
1	2	0	2	2	3	1	1	1	2	0	5	4	4	4	4	3	3	0	0	0	2	2	56
4	2	2	2	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	3	40
2	3	1	2	0	3	2	1	1	2	2	1	1	0	1	3	5	5	4	0	0	1	4	155
1	2	0	2	1	2	1	1	1	2	0	4	4	4	5	2	4	3	0	0	0	0	4	80
0	3	2	2	1	3	1	0	1	2	1	5	5	5	5	2	1	2	0	0	0	3	1	30
2	2	0	2	1	2	1	1	1	2	0	5	4	3	4	0	0	0	3	0	0	3	1	40
2	2	1	2	1	3	2	1	1	2	0	1	0	0	1	5	5	5	5	0	0	1	1	150
2	3	0	2	1	3	2	1	1	2	1	2	3	3	2	1	1	1	2	0	0	1	1	225
0	4	0	2	2	1	1	1	1	0	0	4	4	4	5	0	0	1	1	0	0	1	4	105
2	2	3	2	1	3	2	1	1	2	0	4	3	2	2	0	0	2	3	0	0	1	3	230
1	2	1	2	1	3	1	1	1	2	0	5	4	4	4	2	1	2	3	0	0	3	0	15
4	3	2	2	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	2	60
2	3	2	2	1	3	2	0	1	2	2	4	4	1	1	1	3	2	4	0	0	3	4	60
1	3	0	2	1	2	2	0	1	2	2	0	1	1	1	5	5	3	4	0	0	4	4	115
1	3	3	2	1	3	2	1	1	2	2	0	0	0	1	4	5	5	0	0	0	3	2	40
3	1	0	2	0	3	1	1	1	2	1	1	0	0	0	0	5	5	5	0	0	4	0	30
0	1	0	2	1	1	0	1	0	2	1	5	5	5	5	1	1	0	0	0	0	1	3	165
0	1	0	2	1	0	1	1	1	2	1	5	5	5	5	3	3	2	0	0	0	1	2	41
3	1	0	2	0	1	1	0	1	2	0	2	1	0	0	0	4	4	5	0	0	2	2	55
1	3	0	2	1	3	2	1	1	2	2	4	4	3	4	1	0	1	1	0	0	0	2	207
1	3	0	2	1	3	2	0	1	2	2	4	4	3	4	1	0	1	1	0	0	1	2	30
2	3	2	2	2	3	1	1	1	2	1	5	4	4	4	1	1	1	3	0	0	1	3	200
3	2	3	2	1	3	2	1	1	2	0	3	1	1	2	3	4	3	4	0	0	2	1	78
3	2	3	2	1	3	1	0	1	0	2	3	3	0	2	2	2	3	3	0	0	4	3	230
2	1	0	2	1	0	1	1	1	2	1	1	4	3	2	4	3	3	4	0	0	1	4	135
2	2	1	2	1	0	2	1	1	2	0	3	3	1	2	3	3	2	3	0	0	3	3	52
0	3	1	2	1	3	1	0	1	1	1	5	5	5	5	0	1	1	0	0	0	1	0	20
0	1	0	2	1	3	1	0	1	2	2	1	4	4	3	1	5	3	0	0	0	2	2	50
2	2	0	2	0	3	1	0	0	2	0	3	1	2	2	4	3	2	4	0	0	1	3	30
2	3	0	2	0	2	1	0	1	2	2	5	5	4	4	4	3	2	0	0	0	1	2	22
3	2	2	2	1	0	1	1	1	2	0	1	0	0	0	4	0	5	5	0	0	2	2	41
4	3	0	2	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	225
3	3	0	2	0	2	1	0	1	2	2	2	1	0	0	0	4	4	5	0	0	1	2	60
4	3	3	2	0	1	1	1	1	2	2	3	1	0	2	4	4	3	4	0	0	2	1	30
4	1	0	2	1	0	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	20
4	3	0	2	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	1	60
4	3	0	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	3	140
2	3	1	2	0	1	1	1	1	2	1	3	4	4	3	0	0	1	3	0	0	4	4	100
1	3	0	2	1	1	2	1	1	2	1	4	4	4	3	4	3	4	3	0	0	4	0	95
3	3	0	2	1	3	2	1	1	2	1	1	0	0	0	5	5	5	3	0	0	2	1	55
2	1	1	2	1	0	1	0	0	1	1	0	4	5	1	4	3	3	4	0	0	1	2	150
2	3	0	2	1	1	1	0	1	2	2	3	1	1	2	0	3	3	4	0	0	4	2	80
4	2	0	2	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	4	155
3	1	0	2	0	0	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	0	3	150
0	0	0	2	3	0	1	1	1	0	2	5	5	5	5	0	0	1	0	0	0	0	3	285
4	2	2	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	3	30
4	3	1	2	0	1	1	0	1	2	2	1	0	0	0	4	5	5	5	0	0	2	0	258
1	2	0	2	2	2	1	1	1	2	0	4	4	3	4	0	0	0	1	0	0	4	2	60
3	3	0	2	0	3	1	1	1	2	2	1	1	1	1	3	3	5	4	0	0	4	2	35
1	4	0	2	0	0	1	1	1	0	0	1	4	2	2	4	4	4	3	0	0	4	3	130
4	2	0	2	1	3	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	1	4	30
4	3	1	2	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	2	120
2	3	1	2	1	2	1	1	1	2	1	3	4	1	2	4	3	4	4	0	0	4	4	86
4	2	0	2	2	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	3	90
1	3	0	2	1	1	1	0	1	1	2	4	4	4	5	2	4	3	0	0	0	2	3	30
4	2	0	2	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	2	90
3	3	0	2	1	3	2	1	1	2	2	1	0	0	0	5	5	5	0	0	0	3	1	19
0	3	0	2	1	3	1	0	1	1	2	5	5	5	5	1	0	0	0	0	0	1	3	75
3	2	2	2	0	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	1	38
1	3	1	2	0	2	1	0	1	1	2	3	1	2	2	1	0	3	1	0	0	1	1	30
4	3	2	2	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	60
3	2	1	2	1	0	1	1	1	2	0	3	1	1	2	3	4	3	4	0	0	1	4	105
4	3	1	2	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	2	115
3	1	0	2	1	0	0	1	0	2	0	1	1	0	1	1	1	5	2	0	0	2	1	57
3	3	0	2	1	3	1	1	0	2	2	1	0	0	1	0	0	0	4	0	0	1	2	75
2	3	0	2	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	1	50
1	3	1	2	1	3	1	1	1	2	1	5	5	4	5	3	2	0	4	0	0	2	1	20
1	3	0	2	0	3	2	1	1	2	2	0	0	1	0	5	5	4	5	0	0	3	2	31
0	3	1	2	1	3	1	1	1	1	1	3	4	4	4	4	4	0	4	0	0	1	3	50
3	3	0	2	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	4	85
3	3	3	2	1	3	2	1	1	2	1	1	0	0	0	5	5	5	3	0	0	1	3	35
3	3	3	2	1	1	1	0	1	2	2	1	0	0	1	1	4	4	2	0	0	1	0	25
1	1	0	2	1	1	0	0	0	2	0	4	4	4	5	1	3	1	2	0	0	0	2	135
2	2	0	2	2	3	2	1	1	2	0	3	4	2	2	2	0	2	3	0	0	3	2	60
4	3	0	2	2	1	0	0	1	1	1	0	0	0	0	5	5	5	5	0	0	2	2	260
4	2	0	2	2	1	1	1	1	2	0	0	4	0	0	5	5	5	5	0	0	2	2	60
3	1	0	2	1	3	1	1	1	2	1	3	1	0	2	4	4	3	4	0	0	0	0	300
1	3	0	2	1	3	1	0	1	2	2	5	4	4	5	3	3	1	1	0	0	1	3	75
3	3	1	2	1	3	2	0	1	1	2	1	0	0	1	2	1	5	3	0	0	2	1	40
4	2	0	2	2	3	1	0	0	0	2	0	0	0	0	5	5	5	5	0	0	1	2	62
3	2	2	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	2	60
0	3	0	2	0	3	1	0	1	2	2	5	5	4	5	3	3	0	0	0	0	1	3	60
2	3	0	2	0	3	2	1	1	2	2	4	4	3	3	4	3	3	4	0	0	2	1	62
3	3	0	2	1	3	2	0	1	1	1	3	1	1	2	0	0	2	1	0	0	2	1	45
3	3	0	2	1	3	2	1	1	2	1	2	1	0	1	0	0	2	3	0	0	2	0	90
3	3	0	2	1	3	2	1	1	2	1	1	1	0	0	0	0	5	5	0	0	2	3	55
3	3	0	2	1	3	2	1	1	2	2	0	0	0	1	5	5	5	4	0	0	2	3	75
3	3	0	2	0	1	2	0	1	2	2	1	1	0	0	5	0	5	0	0	0	2	2	19
0	3	0	2	0	3	0	0	0	2	2	5	5	5	5	1	0	0	0	0	0	4	2	30
4	3	0	2	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	2	88
4	3	1	2	1	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	1	45
2	3	2	2	0	2	2	0	1	1	2	4	4	4	3	0	2	2	3	0	0	4	4	185
0	3	0	2	1	3	1	0	1	1	2	5	5	4	5	2	2	3	0	0	0	2	2	30
0	3	1	2	0	2	1	0	1	2	2	5	5	5	5	0	0	2	1	0	0	2	1	30
0	3	0	2	0	3	2	1	1	2	2	3	5	4	4	2	3	3	0	0	0	1	3	90
3	1	0	2	1	2	2	1	1	2	0	1	0	0	0	4	4	4	5	0	0	1	1	34
4	3	0	2	1	1	1	0	1	1	2	0	0	0	0	5	0	5	5	0	0	1	1	60
3	2	0	2	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	1	60
2	3	0	2	2	2	1	1	1	2	1	4	4	3	3	0	0	1	3	0	0	2	2	50
2	3	2	2	1	3	2	1	1	2	1	5	4	4	5	4	0	0	0	0	0	1	1	195
4	3	0	2	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	4	210
3	2	3	2	1	1	1	1	1	2	0	1	0	0	1	0	0	5	3	0	0	3	2	55
1	3	0	2	1	3	2	1	1	2	2	1	4	4	2	4	5	4	4	0	0	1	3	290
4	3	0	2	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	2	50
0	3	2	2	1	3	2	1	1	2	1	5	4	4	5	1	3	1	2	0	0	3	1	22
4	2	0	2	2	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	40
3	1	0	2	0	1	1	1	1	2	0	1	0	0	1	5	5	5	1	0	0	2	3	50
1	3	3	2	1	3	1	1	1	2	1	4	4	4	3	4	3	3	4	0	0	1	3	56
2	2	2	2	1	1	1	0	1	0	2	3	3	3	2	3	3	0	4	0	0	2	3	67
4	3	3	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	130
3	3	3	2	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	1	44
3	2	3	2	1	3	2	1	1	2	0	1	1	2	1	5	5	4	5	0	0	3	2	55
4	2	3	2	1	0	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	4	80
4	3	0	2	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	3	21
3	3	0	2	1	3	2	1	1	2	2	2	1	0	1	1	2	5	3	0	0	1	3	45
4	3	2	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	4	195
3	2	2	2	1	2	1	0	1	0	2	1	0	1	1	5	5	5	4	0	0	1	3	135
2	1	3	2	1	0	0	0	1	2	2	3	4	3	2	4	3	3	4	0	0	4	1	30
2	3	0	2	1	3	2	0	1	2	2	2	3	2	2	1	1	2	2	0	0	2	0	35
1	3	0	2	0	2	2	0	1	1	2	1	1	1	1	4	5	5	5	0	0	4	3	175
1	3	0	2	1	3	1	1	1	2	2	5	5	4	5	0	1	1	2	0	0	1	4	219
1	3	3	2	1	3	1	0	1	1	2	3	3	2	3	4	1	2	4	0	0	1	2	70
3	2	1	2	0	1	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	3	2	60
1	1	0	2	2	1	1	0	1	2	0	4	4	4	4	1	3	2	4	0	0	2	2	60
2	3	3	2	1	2	1	1	1	2	1	3	1	1	2	2	2	2	4	0	0	2	2	55
4	3	0	2	2	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	3	60
4	3	0	2	1	3	1	1	1	2	2	0	3	1	0	4	4	5	5	0	0	2	3	59
2	3	3	2	1	3	2	1	1	2	1	1	1	0	1	2	2	5	3	0	0	0	1	90
4	2	2	2	1	1	1	1	1	2	0	1	0	0	0	0	5	5	4	0	0	3	3	40
3	3	0	2	2	3	2	1	1	2	2	1	1	1	1	1	1	5	2	0	0	2	2	55
4	2	0	2	1	2	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	2	90
2	3	0	2	1	3	2	0	1	1	2	2	1	1	2	2	1	2	3	0	0	2	3	27
2	3	0	2	1	2	1	1	1	2	1	4	4	4	4	3	2	2	3	0	0	4	4	60
2	3	0	2	0	2	1	0	0	1	2	4	4	4	4	3	2	2	3	0	0	4	3	17
1	3	0	2	2	3	2	1	1	2	1	1	2	2	2	3	0	0	3	0	0	1	4	20
2	3	3	2	1	1	1	0	1	1	2	0	0	0	0	5	5	4	5	0	0	3	1	55
3	3	3	2	1	3	1	1	1	2	2	1	1	0	0	4	4	3	4	0	0	1	0	85
4	2	1	2	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	2	57
2	2	1	2	0	3	1	1	1	2	0	0	0	0	0	5	5	4	5	0	0	2	2	30
0	2	0	2	2	3	1	1	0	2	0	3	5	5	5	1	1	1	1	0	0	2	1	60
3	3	1	2	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	3	45
3	3	0	2	1	3	1	1	1	2	2	1	0	0	1	0	0	0	4	0	0	2	1	60
4	3	0	2	2	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	2	50
3	3	3	2	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	1	55
3	3	3	2	1	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	35
3	4	0	2	3	1	2	1	1	0	0	0	0	0	0	5	5	5	5	0	0	1	1	100
2	2	0	2	2	1	1	0	1	1	0	4	4	4	3	4	3	3	0	0	0	0	2	10
3	2	0	2	1	2	1	0	1	2	0	1	0	0	1	4	3	3	4	0	0	1	3	65
0	1	3	2	1	3	1	1	1	2	0	1	2	3	2	4	4	4	0	0	0	1	3	60
2	2	0	2	2	2	1	1	1	2	0	3	1	0	1	3	3	4	4	0	0	3	2	58
3	3	0	2	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	25
4	3	0	2	2	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	35
3	2	0	2	2	3	2	0	1	2	0	0	1	1	1	4	4	3	4	0	0	1	4	34
3	3	2	2	1	3	1	1	1	2	1	2	0	0	1	4	4	4	5	0	0	4	4	195
2	2	0	2	1	3	1	0	1	1	0	5	4	4	3	2	1	2	2	0	0	2	4	30
0	1	0	2	2	2	0	1	0	2	1	5	5	4	5	0	0	0	0	0	0	2	3	30
1	2	0	2	1	3	1	1	1	2	0	3	4	2	2	4	3	3	4	0	0	0	3	180
1	1	0	2	1	3	2	1	1	2	0	5	4	4	4	3	3	2	0	0	0	2	1	40
3	3	0	2	1	3	2	0	1	2	2	3	1	1	2	0	0	2	1	0	0	3	2	44
0	1	0	2	0	2	1	0	1	2	0	5	5	5	5	0	0	0	0	0	0	2	1	25
2	3	0	2	1	3	2	1	1	2	1	3	3	2	3	4	3	3	2	0	0	1	3	90
4	2	2	2	1	3	2	1	1	2	0	1	0	0	0	2	5	5	5	0	0	1	2	105
1	1	0	2	1	0	0	0	1	1	0	3	5	4	3	0	3	2	0	0	0	2	3	10
3	3	2	2	1	2	2	0	1	2	2	0	0	2	0	5	5	4	5	0	0	0	4	245
0	1	0	2	1	2	1	0	1	2	2	5	5	5	5	0	0	1	0	0	0	2	3	60
1	3	1	2	0	2	1	0	1	1	2	3	1	2	2	1	0	3	1	0	0	1	4	70
2	2	0	2	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	1	35
4	2	0	2	1	1	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	4	2	50
3	2	0	2	2	1	1	0	0	2	0	1	0	0	0	5	5	5	5	0	0	3	4	255
3	3	1	2	0	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	1	3	45
2	2	2	2	1	3	2	1	1	2	0	4	4	4	4	0	0	0	3	0	0	4	4	80
2	2	0	2	1	3	1	1	1	2	0	2	3	2	2	1	1	2	2	0	0	1	4	215
2	1	0	2	2	2	1	0	1	2	1	1	4	4	1	5	5	5	3	0	0	1	4	30
2	3	0	2	0	3	2	0	1	2	2	3	1	2	2	0	1	3	4	0	0	2	1	35
2	3	0	2	0	1	2	0	1	2	2	3	4	2	2	4	2	4	3	0	0	1	1	60
1	2	1	2	0	2	1	1	1	2	0	5	4	4	4	0	0	0	3	0	0	1	1	45
4	2	3	2	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	186
4	2	1	2	0	2	1	1	1	2	0	1	1	0	1	0	0	0	4	0	0	1	1	160
2	4	0	2	2	3	1	0	1	0	0	3	2	3	1	3	2	0	4	0	0	0	0	255
0	1	0	2	0	3	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	2	1	20
1	1	1	2	1	3	1	1	1	2	2	1	2	4	2	4	4	4	3	0	0	1	2	40
0	3	0	2	0	2	2	1	1	2	2	5	5	4	5	0	2	2	0	0	0	2	1	37
0	3	0	3	0	3	2	1	1	2	2	5	5	5	5	1	1	1	0	0	0	2	1	95
3	3	0	3	2	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	2	31
3	2	0	3	1	2	2	1	1	2	0	0	1	0	1	5	5	5	5	0	0	4	2	43
4	2	1	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	60
0	1	0	3	0	2	0	0	0	2	0	5	5	4	5	0	0	0	0	0	0	2	1	35
4	2	0	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	65
3	3	3	3	1	3	2	0	1	2	2	1	1	1	1	3	3	5	4	0	0	0	4	50
0	3	1	3	0	1	0	0	0	1	1	5	5	5	5	0	0	0	0	0	0	1	3	50
2	1	0	3	0	1	0	0	1	2	1	3	2	1	2	0	0	2	4	0	0	2	2	45
1	2	0	3	1	1	1	1	1	2	0	5	4	4	4	2	2	2	0	0	0	2	3	60
2	2	2	3	1	3	2	1	1	2	0	2	1	0	2	3	2	2	0	0	0	1	2	50
2	3	0	3	0	3	1	1	1	2	2	3	2	2	2	0	0	0	2	0	0	4	1	55
1	3	0	3	1	3	2	0	1	1	1	4	4	3	4	4	3	3	0	0	0	4	3	20
2	2	1	3	1	3	2	1	1	2	0	5	4	4	4	3	3	2	0	0	0	2	1	70
4	3	2	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	3	30
3	3	0	3	1	3	1	1	1	2	2	3	1	1	1	1	1	2	4	0	0	1	1	25
4	2	0	3	1	3	2	1	1	2	0	0	0	0	0	4	5	5	5	0	0	1	2	60
4	1	0	3	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	3	15
0	3	0	3	1	1	1	1	1	2	0	5	5	4	5	2	1	2	3	0	0	0	1	235
4	1	0	3	2	1	0	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	2	35
3	3	0	3	0	1	2	1	1	2	2	1	1	0	1	0	0	2	3	0	0	0	2	225
4	2	1	3	1	1	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	3	100
0	3	2	3	1	3	1	0	1	2	2	3	4	4	4	0	2	2	0	0	0	4	0	70
4	1	0	3	1	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	0	0	210
2	3	1	3	1	2	1	1	1	2	1	1	1	1	1	0	0	0	1	0	0	1	1	40
2	1	0	3	1	2	1	1	1	2	0	5	4	4	4	2	0	0	3	0	0	4	4	20
0	1	0	3	2	3	1	1	1	2	0	5	5	5	5	0	0	0	0	0	0	2	1	60
0	1	0	3	1	1	0	0	1	2	0	5	5	4	5	2	1	2	3	0	0	2	3	48
4	1	0	3	1	0	1	1	1	1	2	0	0	0	0	5	5	5	5	0	0	1	4	26
2	2	1	3	0	1	2	1	1	2	0	3	1	1	2	0	3	3	4	0	0	2	1	90
3	3	3	3	1	3	1	1	1	2	1	3	1	0	1	4	4	5	4	0	0	2	2	78
4	2	1	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	1	45
3	2	0	3	2	1	1	0	1	1	0	1	0	0	1	5	0	5	2	0	0	2	1	65
4	2	2	3	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	3	60
2	3	0	3	1	1	1	0	1	1	2	2	4	4	2	0	1	2	0	0	0	1	3	80
2	3	2	3	1	2	1	1	1	2	1	3	4	4	3	3	4	4	0	0	0	3	2	25
3	3	0	3	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	1	65
2	3	3	3	1	2	1	1	1	2	2	3	1	1	2	0	3	3	4	0	0	2	1	50
2	1	0	3	2	2	1	0	1	2	2	1	1	0	1	3	3	5	4	0	0	1	3	61
2	1	0	3	2	2	1	0	1	1	0	4	4	4	4	1	1	2	3	0	0	1	3	90
2	3	3	3	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	3	295
1	3	0	3	0	2	1	0	1	2	2	5	5	5	5	2	0	2	3	0	0	1	2	240
1	3	0	3	1	1	0	0	0	2	1	4	4	4	5	2	2	2	3	0	0	2	2	50
4	3	0	3	2	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	1	60
4	2	0	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	2	65
4	0	2	3	1	0	1	0	1	0	1	0	0	0	0	5	5	5	5	0	0	1	1	233
3	2	0	3	2	1	1	1	1	2	0	3	3	1	1	4	3	3	4	0	0	1	0	225
3	2	1	3	0	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	2	60
1	2	3	3	1	3	2	1	1	2	0	1	4	3	2	4	4	4	4	0	0	1	3	195
1	3	3	3	1	1	1	1	1	2	1	5	4	4	5	3	3	2	1	0	0	2	4	60
3	2	1	3	1	3	2	1	1	2	0	3	1	0	1	0	0	0	5	0	0	4	0	63
4	1	3	3	1	1	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	1	30
1	1	0	3	1	2	1	1	1	2	0	3	4	4	3	2	3	2	0	0	0	1	4	81
3	3	1	3	1	2	1	1	1	2	1	0	0	0	0	4	4	5	5	0	0	3	1	40
3	3	1	3	1	3	2	0	1	1	2	3	1	1	2	3	2	2	4	0	0	0	4	151
3	3	1	3	1	2	1	1	1	2	1	3	1	1	2	3	4	3	4	0	0	2	1	65
2	3	0	3	0	3	1	1	0	2	2	4	4	4	4	1	1	2	3	0	0	2	2	65
3	3	1	3	1	0	1	1	1	2	1	2	4	4	2	4	4	3	4	0	0	4	2	74
4	3	1	3	0	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	1	31
2	2	0	3	2	1	1	1	1	0	2	3	4	2	2	2	2	2	3	0	0	2	1	20
2	2	0	3	1	1	1	0	1	2	0	3	4	2	2	2	2	2	3	0	0	2	1	20
1	1	0	3	1	2	1	0	1	2	0	5	4	4	5	2	2	2	0	0	0	2	2	35
3	2	2	3	1	3	1	1	1	2	0	1	0	0	1	5	1	5	2	0	0	1	2	65
4	2	3	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	1	210
3	3	2	3	1	1	2	1	1	2	1	1	0	0	1	0	0	0	4	0	0	2	3	45
1	2	2	3	1	3	2	1	1	2	0	3	1	0	2	4	3	4	1	0	0	2	2	46
2	3	0	3	2	1	2	1	1	2	1	2	3	2	2	1	1	2	2	0	0	4	3	202
0	3	0	3	0	3	2	0	1	2	2	3	2	1	2	3	0	2	0	0	0	0	1	280
0	3	0	3	0	3	2	1	1	2	2	3	2	1	2	3	0	2	0	0	0	3	1	20
4	2	0	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	4	68
1	3	0	3	1	3	1	0	1	1	2	3	4	4	3	2	3	2	2	0	0	2	1	50
1	3	0	3	1	3	1	1	0	2	1	3	4	4	3	2	3	2	2	0	0	1	0	70
1	3	0	3	0	1	0	0	1	1	2	4	4	3	4	4	3	3	0	0	0	1	3	10
0	3	0	3	2	2	1	1	1	1	1	5	5	4	5	0	0	2	1	0	0	1	2	65
3	2	0	3	2	1	1	1	1	2	0	1	1	0	1	5	3	4	4	0	0	0	1	185
2	3	2	3	1	3	1	1	1	2	1	3	3	2	1	4	3	3	4	0	0	1	3	60
1	3	1	3	0	3	1	0	1	2	2	4	4	4	5	1	3	1	0	0	0	1	3	40
4	3	0	3	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	3	100
2	1	3	3	1	1	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	0	3	243
1	3	0	3	0	2	1	1	1	2	2	3	5	4	3	0	2	2	3	0	0	1	2	65
2	3	0	3	0	3	1	1	1	2	2	3	1	0	1	2	2	5	4	0	0	4	1	33
2	3	0	3	1	3	2	0	1	2	2	0	1	4	1	5	5	4	4	0	0	1	1	47
2	3	0	3	1	2	2	1	1	2	2	4	4	4	4	0	0	0	3	0	0	1	3	55
4	3	1	3	0	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	2	35
1	3	0	3	0	3	1	1	1	2	0	5	4	3	3	0	1	3	0	0	0	0	4	130
0	2	0	3	2	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	1	125
4	3	0	3	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	3	165
0	3	0	3	0	1	1	0	1	2	1	5	5	4	5	0	0	0	0	0	0	2	1	30
4	1	0	3	2	1	1	0	1	2	1	0	0	0	0	5	5	5	5	0	0	3	1	60
2	3	3	3	1	1	1	0	1	1	2	3	4	3	2	1	1	1	0	0	0	3	2	70
3	3	0	3	1	1	2	1	1	2	2	1	0	0	0	0	5	5	0	0	0	1	2	115
0	3	1	3	1	1	1	1	1	1	1	5	5	5	5	0	0	0	1	0	0	1	4	75
1	3	1	3	1	3	2	0	1	2	2	3	1	0	2	4	3	4	1	0	0	2	2	70
0	3	0	3	1	3	1	0	1	2	2	5	5	5	5	1	0	1	0	0	0	0	2	295
0	3	1	3	0	3	1	1	1	2	2	5	5	5	5	0	0	0	0	0	0	1	2	65
3	3	2	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	3	28
4	2	0	3	1	2	1	1	1	0	1	0	0	0	0	5	5	5	5	0	0	2	2	70
1	3	3	3	1	2	2	0	1	1	2	4	4	4	3	1	3	1	0	0	0	2	3	115
1	3	1	3	1	2	1	0	1	1	2	5	4	4	5	0	0	0	3	0	0	1	0	160
