Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration	Ratio	
0	1	0	2	1	0	1	1	1	2	1	5	5	5	5	3	3	2	0	0	0	1	52
3	1	0	2	0	1	1	0	1	2	0	2	1	0	0	0	4	4	5	0	0	2	54
1	3	0	2	1	3	2	1	1	2	2	4	4	3	4	1	0	1	1	0	0	0	51
1	3	0	2	1	3	2	0	1	2	2	4	4	3	4	1	0	1	1	0	0	1	53
2	3	2	2	2	3	1	1	1	2	1	5	4	4	4	1	1	1	3	0	0	1	64
3	2	3	2	1	3	2	1	1	2	0	3	1	1	2	3	4	3	4	0	0	2	39
3	2	3	2	1	3	1	0	1	0	2	3	3	0	2	2	2	3	3	0	0	4	58
2	1	0	2	1	0	1	1	1	2	1	1	4	3	2	4	3	3	4	0	0	1	82
2	2	1	2	1	0	2	1	1	2	0	3	3	1	2	3	3	2	3	0	0	3	58
0	3	1	2	1	3	1	0	1	1	1	5	5	5	5	0	1	1	0	0	0	1	24
0	1	0	2	1	3	1	0	1	2	2	1	4	4	3	1	5	3	0	0	0	2	51
2	2	0	2	0	3	1	0	0	2	0	3	1	2	2	4	3	2	4	0	0	1	65
2	3	0	2	0	2	1	0	1	2	2	5	5	4	4	4	3	2	0	0	0	1	53
3	2	2	2	1	0	1	1	1	2	0	1	0	0	0	4	0	5	5	0	0	2	54
4	3	0	2	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	49
3	3	0	2	0	2	1	0	1	2	2	2	1	0	0	0	4	4	5	0	0	1	50
4	3	3	2	0	1	1	1	1	2	2	3	1	0	2	4	4	3	4	0	0	2	47
4	1	0	2	1	0	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	31
4	3	0	2	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	44
4	3	0	2	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	61
2	3	1	2	0	1	1	1	1	2	1	3	4	4	3	0	0	1	3	0	0	4	76
1	3	0	2	1	1	2	1	1	2	1	4	4	4	3	4	3	4	3	0	0	4	16
3	3	0	2	1	3	2	1	1	2	1	1	0	0	0	5	5	5	3	0	0	2	45
2	1	1	2	1	0	1	0	0	1	1	0	4	5	1	4	3	3	4	0	0	1	53
2	3	0	2	1	1	1	0	1	2	2	3	1	1	2	0	3	3	4	0	0	4	54
4	2	0	2	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	81
3	1	0	2	0	0	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	0	58
0	0	0	2	3	0	1	1	1	0	2	5	5	5	5	0	0	1	0	0	0	0	68
4	2	2	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	56
4	3	1	2	0	1	1	0	1	2	2	1	0	0	0	4	5	5	5	0	0	2	30
1	2	0	2	2	2	1	1	1	2	0	4	4	3	4	0	0	0	1	0	0	4	51
3	3	0	2	0	3	1	1	1	2	2	1	1	1	1	3	3	5	4	0	0	4	49
1	4	0	2	0	0	1	1	1	0	0	1	4	2	2	4	4	4	3	0	0	4	67
4	2	0	2	1	3	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	1	72
4	3	1	2	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	50
2	3	1	2	1	2	1	1	1	2	1	3	4	1	2	4	3	4	4	0	0	4	84
4	2	0	2	2	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	60
1	3	0	2	1	1	1	0	1	1	2	4	4	4	5	2	4	3	0	0	0	2	64
4	2	0	2	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	49
3	3	0	2	1	3	2	1	1	2	2	1	0	0	0	5	5	5	0	0	0	3	39
0	3	0	2	1	3	1	0	1	1	2	5	5	5	5	1	0	0	0	0	0	1	63
3	2	2	2	0	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	2	47
1	3	1	2	0	2	1	0	1	1	2	3	1	2	2	1	0	3	1	0	0	1	39
4	3	2	2	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	53
3	2	1	2	1	0	1	1	1	2	0	3	1	1	2	3	4	3	4	0	0	1	75
4	3	1	2	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	55
3	1	0	2	1	0	0	1	0	2	0	1	1	0	1	1	1	5	2	0	0	2	46
3	3	0	2	1	3	1	1	0	2	2	1	0	0	1	0	0	0	4	0	0	1	50
2	3	0	2	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	45
1	3	1	2	1	3	1	1	1	2	1	5	5	4	5	3	2	0	4	0	0	2	38
1	3	0	2	0	3	2	1	1	2	2	0	0	1	0	5	5	4	5	0	0	3	53
0	3	1	2	1	3	1	1	1	1	1	3	4	4	4	4	4	0	4	0	0	1	59
3	3	0	2	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	75
3	3	3	2	1	3	2	1	1	2	1	1	0	0	0	5	5	5	3	0	0	1	62
3	3	3	2	1	1	1	0	1	2	2	1	0	0	1	1	4	4	2	0	0	1	24
1	1	0	2	1	1	0	0	0	2	0	4	4	4	5	1	3	1	2	0	0	0	53
2	2	0	2	2	3	2	1	1	2	0	3	4	2	2	2	0	2	3	0	0	3	50
4	3	0	2	2	1	0	0	1	1	1	0	0	0	0	5	5	5	5	0	0	2	51
4	2	0	2	2	1	1	1	1	2	0	0	4	0	0	5	5	5	5	0	0	2	50
3	1	0	2	1	3	1	1	1	2	1	3	1	0	2	4	4	3	4	0	0	0	23
1	3	0	2	1	3	1	0	1	2	2	5	4	4	5	3	3	1	1	0	0	1	57
3	3	1	2	1	3	2	0	1	1	2	1	0	0	1	2	1	5	3	0	0	2	39
4	2	0	2	2	3	1	0	0	0	2	0	0	0	0	5	5	5	5	0	0	1	52
3	2	2	2	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	53
0	3	0	2	0	3	1	0	1	2	2	5	5	4	5	3	3	0	0	0	0	1	59
2	3	0	2	0	3	2	1	1	2	2	4	4	3	3	4	3	3	4	0	0	2	36
3	3	0	2	1	3	2	0	1	1	1	3	1	1	2	0	0	2	1	0	0	2	45
3	3	0	2	1	3	2	1	1	2	1	2	1	0	1	0	0	2	3	0	0	2	26
3	3	0	2	1	3	2	1	1	2	1	1	1	0	0	0	0	5	5	0	0	2	57
3	3	0	2	1	3	2	1	1	2	2	0	0	0	1	5	5	5	4	0	0	2	62
3	3	0	2	0	1	2	0	1	2	2	1	1	0	0	5	0	5	0	0	0	2	51
0	3	0	2	0	3	0	0	0	2	2	5	5	5	5	1	0	0	0	0	0	4	52
4	3	0	2	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	49
4	3	1	2	1	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	39
2	3	2	2	0	2	2	0	1	1	2	4	4	4	3	0	2	2	3	0	0	4	70
0	3	0	2	1	3	1	0	1	1	2	5	5	4	5	2	2	3	0	0	0	2	50
0	3	1	2	0	2	1	0	1	2	2	5	5	5	5	0	0	2	1	0	0	2	43
0	3	0	2	0	3	2	1	1	2	2	3	5	4	4	2	3	3	0	0	0	1	60
3	1	0	2	1	2	2	1	1	2	0	1	0	0	0	4	4	4	5	0	0	1	42
4	3	0	2	1	1	1	0	1	1	2	0	0	0	0	5	0	5	5	0	0	1	47
3	2	0	2	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	45
2	3	0	2	2	2	1	1	1	2	1	4	4	3	3	0	0	1	3	0	0	2	51
2	3	2	2	1	3	2	1	1	2	1	5	4	4	5	4	0	0	0	0	0	1	48
4	3	0	2	1	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	2	70
3	2	3	2	1	1	1	1	1	2	0	1	0	0	1	0	0	5	3	0	0	3	54
1	3	0	2	1	3	2	1	1	2	2	1	4	4	2	4	5	4	4	0	0	1	57
4	3	0	2	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	51
0	3	2	2	1	3	2	1	1	2	1	5	4	4	5	1	3	1	2	0	0	3	42
4	2	0	2	2	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	59
3	1	0	2	0	1	1	1	1	2	0	1	0	0	1	5	5	5	1	0	0	2	61
1	3	3	2	1	3	1	1	1	2	1	4	4	4	3	4	3	3	4	0	0	1	56
2	2	2	2	1	1	1	0	1	0	2	3	3	3	2	3	3	0	4	0	0	2	56
4	3	3	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	47
3	3	3	2	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	46
3	2	3	2	1	3	2	1	1	2	0	1	1	2	1	5	5	4	5	0	0	3	50
4	2	3	2	1	0	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	78
4	3	0	2	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	61
3	3	0	2	1	3	2	1	1	2	2	2	1	0	1	1	2	5	3	0	0	1	57
4	3	2	2	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	76
3	2	2	2	1	2	1	0	1	0	2	1	0	1	1	5	5	5	4	0	0	1	67
2	1	3	2	1	0	0	0	1	2	2	3	4	3	2	4	3	3	4	0	0	4	44
2	3	0	2	1	3	2	0	1	2	2	2	3	2	2	1	1	2	2	0	0	2	26
1	3	0	2	0	2	2	0	1	1	2	1	1	1	1	4	5	5	5	0	0	4	57
1	3	0	2	1	3	1	1	1	2	2	5	5	4	5	0	1	1	2	0	0	1	77
1	3	3	2	1	3	1	0	1	1	2	3	3	2	3	4	1	2	4	0	0	1	53
3	2	1	2	0	1	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	3	54
1	1	0	2	2	1	1	0	1	2	0	4	4	4	4	1	3	2	4	0	0	2	50
2	3	3	2	1	2	1	1	1	2	1	3	1	1	2	2	2	2	4	0	0	2	49
4	3	0	2	2	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	63
4	3	0	2	1	3	1	1	1	2	2	0	3	1	0	4	4	5	5	0	0	2	56
2	3	3	2	1	3	2	1	1	2	1	1	1	0	1	2	2	5	3	0	0	0	38
4	2	2	2	1	1	1	1	1	2	0	1	0	0	0	0	5	5	4	0	0	3	58
3	3	0	2	2	3	2	1	1	2	2	1	1	1	1	1	1	5	2	0	0	2	54
4	2	0	2	1	2	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	1	50
2	3	0	2	1	3	2	0	1	1	2	2	1	1	2	2	1	2	3	0	0	2	62
2	3	0	2	1	2	1	1	1	2	1	4	4	4	4	3	2	2	3	0	0	4	70
2	3	0	2	0	2	1	0	0	1	2	4	4	4	4	3	2	2	3	0	0	4	66
1	3	0	2	2	3	2	1	1	2	1	1	2	2	2	3	0	0	3	0	0	1	76
2	3	3	2	1	1	1	0	1	1	2	0	0	0	0	5	5	4	5	0	0	3	43
3	3	3	2	1	3	1	1	1	2	2	1	1	0	0	4	4	3	4	0	0	1	28
4	2	1	2	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	52
2	2	1	2	0	3	1	1	1	2	0	0	0	0	0	5	5	4	5	0	0	2	51
0	2	0	2	2	3	1	1	0	2	0	3	5	5	5	1	1	1	1	0	0	2	35
3	3	1	2	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	67
3	3	0	2	1	3	1	1	1	2	2	1	0	0	1	0	0	0	4	0	0	2	38
4	3	0	2	2	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	51
3	3	3	2	1	1	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	47
3	3	3	2	1	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	1	37
3	4	0	2	3	1	2	1	1	0	0	0	0	0	0	5	5	5	5	0	0	1	42
2	2	0	2	2	1	1	0	1	1	0	4	4	4	3	4	3	3	0	0	0	0	50
3	2	0	2	1	2	1	0	1	2	0	1	0	0	1	4	3	3	4	0	0	1	60
0	1	3	2	1	3	1	1	1	2	0	1	2	3	2	4	4	4	0	0	0	1	59
2	2	0	2	2	2	1	1	1	2	0	3	1	0	1	3	3	4	4	0	0	3	50
3	3	0	2	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	19
4	3	0	2	2	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	41
3	2	0	2	2	3	2	0	1	2	0	0	1	1	1	4	4	3	4	0	0	1	78
3	3	2	2	1	3	1	1	1	2	1	2	0	0	1	4	4	4	5	0	0	4	74
2	2	0	2	1	3	1	0	1	1	0	5	4	4	3	2	1	2	2	0	0	2	82
0	1	0	2	2	2	0	1	0	2	1	5	5	4	5	0	0	0	0	0	0	2	59
1	2	0	2	1	3	1	1	1	2	0	3	4	2	2	4	3	3	4	0	0	0	68
1	1	0	2	1	3	2	1	1	2	0	5	4	4	4	3	3	2	0	0	0	2	42
3	3	0	2	1	3	2	0	1	2	2	3	1	1	2	0	0	2	1	0	0	3	49
0	1	0	2	0	2	1	0	1	2	0	5	5	5	5	0	0	0	0	0	0	2	42
2	3	0	2	1	3	2	1	1	2	1	3	3	2	3	4	3	3	2	0	0	1	62
4	2	2	2	1	3	2	1	1	2	0	1	0	0	0	2	5	5	5	0	0	1	51
1	1	0	2	1	0	0	0	1	1	0	3	5	4	3	0	3	2	0	0	0	2	66
3	3	2	2	1	2	2	0	1	2	2	0	0	2	0	5	5	4	5	0	0	0	84
0	1	0	2	1	2	1	0	1	2	2	5	5	5	5	0	0	1	0	0	0	2	62
1	3	1	2	0	2	1	0	1	1	2	3	1	2	2	1	0	3	1	0	0	1	77
2	2	0	2	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	4	45
4	2	0	2	1	1	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	4	55
3	2	0	2	2	1	1	0	0	2	0	1	0	0	0	5	5	5	5	0	0	3	73
3	3	1	2	0	3	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	1	56
2	2	2	2	1	3	2	1	1	2	0	4	4	4	4	0	0	0	3	0	0	4	81
2	2	0	2	1	3	1	1	1	2	0	2	3	2	2	1	1	2	2	0	0	1	70
2	1	0	2	2	2	1	0	1	2	1	1	4	4	1	5	5	5	3	0	0	1	81
2	3	0	2	0	3	2	0	1	2	2	3	1	2	2	0	1	3	4	0	0	2	45
2	3	0	2	0	1	2	0	1	2	2	3	4	2	2	4	2	4	3	0	0	1	43
1	2	1	2	0	2	1	1	1	2	0	5	4	4	4	0	0	0	3	0	0	1	40
4	2	3	2	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	33
4	2	1	2	0	2	1	1	1	2	0	1	1	0	1	0	0	0	4	0	0	1	46
2	4	0	2	2	3	1	0	1	0	0	3	2	3	1	3	2	0	4	0	0	0	19
0	1	0	2	0	3	1	0	1	2	2	5	5	5	5	0	0	0	0	0	0	2	35
1	1	1	2	1	3	1	1	1	2	2	1	2	4	2	4	4	4	3	0	0	1	52
0	3	0	2	0	2	2	1	1	2	2	5	5	4	5	0	2	2	0	0	0	2	42
0	3	0	3	0	3	2	1	1	2	2	5	5	5	5	1	1	1	0	0	0	2	42
3	3	0	3	2	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	53
3	2	0	3	1	2	2	1	1	2	0	0	1	0	1	5	5	5	5	0	0	4	52
4	2	1	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	31
0	1	0	3	0	2	0	0	0	2	0	5	5	4	5	0	0	0	0	0	0	2	44
4	2	0	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	66
3	3	3	3	1	3	2	0	1	2	2	1	1	1	1	3	3	5	4	0	0	0	80
0	3	1	3	0	1	0	0	0	1	1	5	5	5	5	0	0	0	0	0	0	1	59
2	1	0	3	0	1	0	0	1	2	1	3	2	1	2	0	0	2	4	0	0	2	51
1	2	0	3	1	1	1	1	1	2	0	5	4	4	4	2	2	2	0	0	0	2	58
2	2	2	3	1	3	2	1	1	2	0	2	1	0	2	3	2	2	0	0	0	1	51
2	3	0	3	0	3	1	1	1	2	2	3	2	2	2	0	0	0	2	0	0	4	43
1	3	0	3	1	3	2	0	1	1	1	4	4	3	4	4	3	3	0	0	0	4	65
2	2	1	3	1	3	2	1	1	2	0	5	4	4	4	3	3	2	0	0	0	2	44
4	3	2	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	65
3	3	0	3	1	3	1	1	1	2	2	3	1	1	1	1	1	2	4	0	0	1	35
4	2	0	3	1	3	2	1	1	2	0	0	0	0	0	4	5	5	5	0	0	1	50
4	1	0	3	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	56
0	3	0	3	1	1	1	1	1	2	0	5	5	4	5	2	1	2	3	0	0	0	41
4	1	0	3	2	1	0	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	52
3	3	0	3	0	1	2	1	1	2	2	1	1	0	1	0	0	2	3	0	0	0	55
4	2	1	3	1	1	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	67
0	3	2	3	1	3	1	0	1	2	2	3	4	4	4	0	2	2	0	0	0	4	31
4	1	0	3	1	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	0	16
2	3	1	3	1	2	1	1	1	2	1	1	1	1	1	0	0	0	1	0	0	1	40
2	1	0	3	1	2	1	1	1	2	0	5	4	4	4	2	0	0	3	0	0	4	72
0	1	0	3	2	3	1	1	1	2	0	5	5	5	5	0	0	0	0	0	0	2	48
0	1	0	3	1	1	0	0	1	2	0	5	5	4	5	2	1	2	3	0	0	2	59
4	1	0	3	1	0	1	1	1	1	2	0	0	0	0	5	5	5	5	0	0	1	77
2	2	1	3	0	1	2	1	1	2	0	3	1	1	2	0	3	3	4	0	0	2	41
3	3	3	3	1	3	1	1	1	2	1	3	1	0	1	4	4	5	4	0	0	2	50
4	2	1	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	40
3	2	0	3	2	1	1	0	1	1	0	1	0	0	1	5	0	5	2	0	0	2	33
4	2	2	3	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	60
2	3	0	3	1	1	1	0	1	1	2	2	4	4	2	0	1	2	0	0	0	1	66
2	3	2	3	1	2	1	1	1	2	1	3	4	4	3	3	4	4	0	0	0	3	54
3	3	0	3	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	1	39
2	3	3	3	1	2	1	1	1	2	2	3	1	1	2	0	3	3	4	0	0	2	48
2	1	0	3	2	2	1	0	1	2	2	1	1	0	1	3	3	5	4	0	0	1	58
2	1	0	3	2	2	1	0	1	1	0	4	4	4	4	1	1	2	3	0	0	1	57
2	3	3	3	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	63
1	3	0	3	0	2	1	0	1	2	2	5	5	5	5	2	0	2	3	0	0	1	54
1	3	0	3	1	1	0	0	0	2	1	4	4	4	5	2	2	2	3	0	0	2	55
4	3	0	3	2	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	43
4	2	0	3	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	51
4	0	2	3	1	0	1	0	1	0	1	0	0	0	0	5	5	5	5	0	0	1	44
3	2	0	3	2	1	1	1	1	2	0	3	3	1	1	4	3	3	4	0	0	1	24
3	2	1	3	0	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	3	51
1	2	3	3	1	3	2	1	1	2	0	1	4	3	2	4	4	4	4	0	0	1	67
1	3	3	3	1	1	1	1	1	2	1	5	4	4	5	3	3	2	1	0	0	2	70
3	2	1	3	1	3	2	1	1	2	0	3	1	0	1	0	0	0	5	0	0	4	22
4	1	3	3	1	1	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	1	47
1	1	0	3	1	2	1	1	1	2	0	3	4	4	3	2	3	2	0	0	0	1	76
3	3	1	3	1	2	1	1	1	2	1	0	0	0	0	4	4	5	5	0	0	3	47
3	3	1	3	1	3	2	0	1	1	2	3	1	1	2	3	2	2	4	0	0	0	80
3	3	1	3	1	2	1	1	1	2	1	3	1	1	2	3	4	3	4	0	0	2	45
2	3	0	3	0	3	1	1	0	2	2	4	4	4	4	1	1	2	3	0	0	2	54
3	3	1	3	1	0	1	1	1	2	1	2	4	4	2	4	4	3	4	0	0	4	54
4	3	1	3	0	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	48
2	2	0	3	2	1	1	1	1	0	2	3	4	2	2	2	2	2	3	0	0	2	43
2	2	0	3	1	1	1	0	1	2	0	3	4	2	2	2	2	2	3	0	0	2	43
1	1	0	3	1	2	1	0	1	2	0	5	4	4	5	2	2	2	0	0	0	2	51
3	2	2	3	1	3	1	1	1	2	0	1	0	0	1	5	1	5	2	0	0	1	52
4	2	3	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	33
3	3	2	3	1	1	2	1	1	2	1	1	0	0	1	0	0	0	4	0	0	2	65
1	2	2	3	1	3	2	1	1	2	0	3	1	0	2	4	3	4	1	0	0	2	54
2	3	0	3	2	1	2	1	1	2	1	2	3	2	2	1	1	2	2	0	0	4	69
0	3	0	3	0	3	2	0	1	2	2	3	2	1	2	3	0	2	0	0	0	0	35
0	3	0	3	0	3	2	1	1	2	2	3	2	1	2	3	0	2	0	0	0	3	44
4	2	0	3	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	73
1	3	0	3	1	3	1	0	1	1	2	3	4	4	3	2	3	2	2	0	0	2	47
1	3	0	3	1	3	1	1	0	2	1	3	4	4	3	2	3	2	2	0	0	1	29
1	3	0	3	0	1	0	0	1	1	2	4	4	3	4	4	3	3	0	0	0	1	66
0	3	0	3	2	2	1	1	1	1	1	5	5	4	5	0	0	2	1	0	0	1	50
3	2	0	3	2	1	1	1	1	2	0	1	1	0	1	5	3	4	4	0	0	0	48
2	3	2	3	1	3	1	1	1	2	1	3	3	2	1	4	3	3	4	0	0	1	58
1	3	1	3	0	3	1	0	1	2	2	4	4	4	5	1	3	1	0	0	0	1	59
4	3	0	3	0	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	56
2	1	3	3	1	1	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	0	64
1	3	0	3	0	2	1	1	1	2	2	3	5	4	3	0	2	2	3	0	0	1	49
2	3	0	3	0	3	1	1	1	2	2	3	1	0	1	2	2	5	4	0	0	4	46
2	3	0	3	1	3	2	0	1	2	2	0	1	4	1	5	5	4	4	0	0	1	45
2	3	0	3	1	2	2	1	1	2	2	4	4	4	4	0	0	0	3	0	0	1	57
4	3	1	3	0	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	52
1	3	0	3	0	3	1	1	1	2	0	5	4	3	3	0	1	3	0	0	0	0	73
0	2	0	3	2	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	42
4	3	0	3	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	68
0	3	0	3	0	1	1	0	1	2	1	5	5	4	5	0	0	0	0	0	0	2	47
4	1	0	3	2	1	1	0	1	2	1	0	0	0	0	5	5	5	5	0	0	3	36
2	3	3	3	1	1	1	0	1	1	2	3	4	3	2	1	1	1	0	0	0	3	53
3	3	0	3	1	1	2	1	1	2	2	1	0	0	0	0	5	5	0	0	0	1	52
0	3	1	3	1	1	1	1	1	1	1	5	5	5	5	0	0	0	1	0	0	1	76
1	3	1	3	1	3	2	0	1	2	2	3	1	0	2	4	3	4	1	0	0	2	51
0	3	0	3	1	3	1	0	1	2	2	5	5	5	5	1	0	1	0	0	0	0	50
0	3	1	3	0	3	1	1	1	2	2	5	5	5	5	0	0	0	0	0	0	1	51
3	3	2	3	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	66
4	2	0	3	1	2	1	1	1	0	1	0	0	0	0	5	5	5	5	0	0	2	53
1	3	3	3	1	2	2	0	1	1	2	4	4	4	3	1	3	1	0	0	0	2	62
1	3	1	3	1	2	1	0	1	1	2	5	4	4	5	0	0	0	3	0	0	1	31
1	2	1	3	1	2	2	1	1	2	0	5	4	3	4	4	3	3	4	0	0	1	76
3	2	0	3	1	3	1	1	1	2	0	2	1	1	1	3	2	2	4	0	0	1	53
2	2	2	3	0	3	1	1	1	2	0	4	4	4	4	4	3	3	4	0	0	2	46
2	3	1	3	0	3	2	1	1	2	1	3	1	1	2	3	3	2	3	0	0	1	50
4	2	2	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	67
2	2	3	3	1	2	1	0	1	2	0	3	3	2	2	3	3	2	4	0	0	2	56
3	3	0	3	0	1	0	0	1	2	2	1	0	0	1	5	5	4	0	0	0	2	49
4	3	3	3	1	2	2	0	1	1	1	0	0	0	0	5	5	5	5	0	0	2	56
3	3	0	3	0	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	2	61
0	1	0	3	2	1	1	0	1	2	0	5	5	5	5	0	0	0	0	0	0	1	51
4	3	0	3	2	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	66
2	3	0	3	0	3	2	0	1	2	2	3	4	2	2	0	0	2	3	0	0	1	31
0	3	0	3	0	2	1	1	1	2	2	5	5	5	5	0	0	2	1	0	0	2	51
0	3	1	3	1	2	1	1	0	2	1	5	5	5	5	1	1	0	2	0	0	2	62
0	3	1	3	1	2	1	0	1	1	2	5	5	5	5	1	1	0	2	0	0	2	49
1	3	0	3	2	3	2	0	1	1	2	3	5	4	3	3	2	2	4	0	0	2	51
0	3	0	3	2	3	1	1	1	2	1	5	5	5	5	1	1	1	1	0	0	2	41
3	3	1	3	0	1	2	1	1	2	1	1	1	0	0	5	0	5	5	0	0	1	27
2	3	0	3	1	3	2	1	1	1	1	1	1	2	1	0	4	4	0	0	0	1	44
4	3	2	3	1	2	1	0	1	1	2	1	0	0	0	0	5	5	5	0	0	1	73
4	1	0	3	0	2	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	33
4	3	0	3	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	24
4	2	0	3	2	3	2	1	1	2	0	2	0	1	1	4	3	4	4	0	0	4	37
4	3	1	3	2	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	0	68
4	2	2	3	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	51
0	1	0	3	0	2	0	0	1	2	2	5	4	4	5	2	0	2	0	0	0	1	45
3	3	1	3	1	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	3	49
4	2	1	3	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	53
0	3	0	3	2	3	2	1	1	2	2	3	4	4	4	0	1	0	0	0	0	2	53
3	3	0	3	2	3	0	0	0	2	2	2	1	0	1	0	0	1	2	0	0	2	50
3	2	0	3	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	60
1	3	0	3	1	2	1	0	1	1	2	4	4	2	3	4	4	3	4	0	0	2	52
1	3	0	3	1	3	1	0	1	2	2	1	2	1	2	4	4	4	4	0	0	4	68
4	2	2	3	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	55
4	1	0	3	1	3	1	0	1	2	0	1	0	0	0	5	5	5	5	0	0	3	47
4	1	0	3	1	1	1	1	1	2	0	0	0	1	0	5	5	4	5	0	0	2	66
4	2	3	3	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	32
3	0	0	3	2	0	2	0	1	0	2	3	1	0	1	0	0	0	1	0	0	1	59
