Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Duration
0	3	0	4	1	3	2	0	0	1	2	3	4	3	4	4	4	3	4	0	0	435
0	3	1	4	0	3	1	1	1	2	2	5	5	5	5	0	0	0	0	0	0	420
1	1	0	4	1	2	1	0	1	2	2	3	1	0	2	2	2	4	1	0	0	498
3	3	3	4	1	1	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	233
2	3	0	4	0	3	2	1	1	2	2	3	3	3	2	3	3	0	4	0	0	570
1	2	0	4	2	2	1	1	1	0	1	5	4	4	4	0	0	1	1	0	0	240
2	2	2	4	1	2	1	0	1	0	2	5	4	4	5	4	3	3	4	0	0	240
3	1	3	4	1	1	1	1	1	2	0	1	1	0	1	0	0	4	0	0	0	600
1	3	3	4	1	3	1	1	1	2	2	3	3	2	3	3	2	2	4	0	0	535
1	3	3	4	1	3	1	0	1	2	2	3	3	2	3	3	2	2	4	0	0	485
3	4	0	4	2	1	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	520
3	2	1	4	1	1	1	1	1	2	0	1	0	0	1	4	3	3	4	0	0	565
4	2	0	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	285
1	1	0	4	0	3	1	0	1	2	1	5	4	4	5	0	0	0	0	0	0	405
0	1	0	4	1	3	1	0	1	2	1	4	4	4	3	3	3	3	0	0	0	490
2	1	0	4	1	1	1	0	1	2	1	4	4	4	2	4	2	2	1	0	0	520
3	2	0	4	2	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	360
2	3	0	4	0	3	2	0	1	2	2	2	1	0	0	4	4	5	5	0	0	215
1	3	0	4	2	2	1	1	1	2	1	1	4	1	2	4	5	4	4	0	0	590
4	1	0	4	1	0	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	495
1	3	1	4	0	1	2	1	1	2	1	1	3	2	1	0	0	2	4	0	0	524
2	2	0	4	2	1	1	1	1	2	0	4	1	4	2	0	2	2	4	0	0	145
1	1	0	4	1	0	1	0	1	2	2	1	3	0	2	5	2	5	2	0	0	560
3	3	2	4	1	3	2	1	1	2	1	1	0	0	1	5	5	5	4	0	0	490
3	3	2	4	1	3	2	0	1	1	2	1	0	0	1	5	5	5	4	0	0	143
4	1	0	4	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	285
1	3	2	4	1	1	2	1	1	2	1	2	0	0	2	0	3	4	0	0	0	270
4	1	0	4	0	0	1	0	1	1	1	0	0	0	0	5	5	5	5	0	0	295
4	3	0	4	2	1	1	1	1	2	2	1	0	0	0	5	5	5	5	0	0	475
1	4	0	4	2	3	2	1	1	0	0	2	1	0	2	4	3	4	1	0	0	505
3	3	0	4	0	2	2	0	1	2	2	2	1	0	1	2	2	4	3	0	0	275
4	2	1	4	1	1	1	1	1	2	0	1	0	0	0	4	5	5	4	0	0	470
4	2	1	4	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	555
1	3	0	4	1	3	1	1	1	2	2	4	4	4	2	2	2	0	3	0	0	600
2	2	2	4	1	1	1	1	1	2	0	2	0	1	2	0	0	1	2	0	0	530
4	2	1	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	520
4	2	1	4	0	1	1	0	0	0	2	0	0	0	0	5	5	5	5	0	0	190
3	3	1	4	1	1	2	1	1	2	1	2	1	0	1	2	1	2	3	0	0	535
3	3	1	4	0	1	2	0	1	1	2	2	1	0	1	2	1	2	3	0	0	525
0	1	0	4	1	3	0	1	0	2	1	1	1	3	1	4	3	2	0	0	0	450
2	3	1	4	1	1	1	1	1	2	1	0	2	1	0	5	5	0	5	0	0	520
4	3	3	4	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	80
0	1	0	4	0	1	1	1	1	2	0	5	5	5	5	0	0	0	1	0	0	520
1	2	0	4	2	3	1	1	1	2	0	2	5	4	2	4	4	4	4	0	0	450
1	3	0	4	1	3	1	1	1	2	2	5	4	4	3	4	4	3	1	0	0	335
1	3	0	4	1	3	1	0	1	2	2	5	4	4	3	4	4	3	1	0	0	515
2	3	1	4	1	3	2	1	1	2	1	2	3	3	2	0	3	3	1	0	0	285
1	1	0	4	1	3	1	0	1	2	0	2	0	0	2	2	2	5	3	0	0	540
2	1	0	4	0	0	1	1	1	2	0	3	2	2	2	3	3	2	3	0	0	510
4	2	1	4	1	1	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	263
0	4	1	4	1	1	1	1	1	0	0	5	5	5	5	1	0	0	0	0	0	455
1	1	0	4	1	2	1	1	1	2	0	2	0	0	2	0	3	4	0	0	0	585
3	2	1	4	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	370
0	3	1	4	1	3	1	1	1	2	2	5	5	5	5	1	1	1	0	0	0	145
0	3	1	4	0	3	1	0	1	2	2	5	5	5	5	1	1	1	0	0	0	385
1	1	0	4	0	3	0	0	1	2	2	5	4	4	5	0	0	0	0	0	0	540
1	3	3	4	1	2	1	0	1	1	0	5	5	4	5	4	3	2	3	0	0	270
1	2	0	4	2	1	0	1	0	2	0	4	5	4	5	3	1	3	3	0	0	590
0	1	0	4	1	0	0	0	1	2	0	5	5	5	5	1	1	0	0	0	0	375
3	3	1	4	0	2	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	280
3	2	1	4	1	2	1	1	1	2	0	1	1	0	1	0	0	0	0	0	0	472
4	3	1	4	0	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	525
0	2	0	4	1	3	1	1	0	2	0	4	1	0	4	0	0	2	2	0	0	315
0	1	0	4	1	0	1	1	1	2	0	5	4	4	4	0	0	2	0	0	0	270
3	3	0	4	1	3	2	0	1	2	2	1	0	0	0	2	2	5	3	0	0	507
4	3	0	4	1	2	2	1	1	2	1	1	0	0	1	4	5	5	5	0	0	540
4	3	0	4	1	2	2	0	1	1	2	1	0	0	1	4	5	5	5	0	0	600
4	3	0	4	1	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	585
4	1	0	4	1	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	350
4	1	0	4	1	0	1	1	1	2	2	1	1	0	0	0	0	5	5	0	0	600
3	2	0	4	2	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	296
3	3	0	4	0	2	2	1	1	2	2	3	1	0	1	4	4	3	4	0	0	145
1	3	0	4	1	3	1	0	1	2	2	4	2	1	2	4	3	4	0	0	0	545
4	3	0	4	0	1	2	1	1	2	2	2	1	0	0	4	3	5	5	0	0	690
4	1	0	4	0	0	0	0	0	1	2	0	0	0	0	5	5	5	5	0	0	585
0	0	0	4	2	1	0	0	0	0	2	4	1	1	4	4	3	3	3	0	0	232
1	3	1	4	0	2	1	1	1	2	1	0	0	0	0	5	5	4	5	0	0	375
0	1	0	4	1	2	1	1	1	2	2	5	5	5	5	0	0	0	0	0	0	570
2	2	0	4	1	3	1	1	1	2	0	1	1	1	2	3	2	2	4	0	0	490
1	3	0	4	0	2	1	1	1	2	2	5	5	4	4	1	1	0	2	0	0	480
4	2	2	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	540
2	1	0	4	2	2	1	0	1	1	0	1	3	2	2	1	0	2	1	0	0	520
2	2	3	4	2	3	1	1	1	2	0	5	5	4	5	1	1	0	2	0	0	545
2	2	2	4	1	3	2	0	1	2	0	3	4	4	3	4	4	3	0	0	0	540
3	2	2	4	1	1	1	1	1	2	0	0	1	0	0	4	0	4	5	0	0	354
4	2	0	4	1	2	2	1	1	2	0	3	2	2	1	4	4	3	4	0	0	490
2	3	0	4	1	2	2	0	1	1	2	3	4	3	4	3	4	4	0	0	0	270
2	2	0	4	2	3	1	1	1	2	0	1	0	0	1	1	2	5	1	0	0	350
4	3	0	4	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	690
2	3	0	4	1	2	1	1	1	2	2	3	4	4	3	4	4	3	0	0	0	420
2	3	0	4	0	2	1	0	1	2	2	3	4	4	3	4	4	3	0	0	0	360
2	3	3	4	1	3	2	1	1	2	1	1	0	0	1	4	0	3	4	0	0	473
2	3	3	4	1	3	2	0	1	1	2	1	0	0	1	4	0	3	4	0	0	515
2	3	0	4	0	2	2	1	1	2	2	1	3	2	2	4	5	4	4	0	0	520
2	3	0	4	0	2	2	0	1	2	2	1	3	2	2	4	5	4	4	0	0	530
2	4	0	4	0	1	1	0	1	0	0	0	4	3	1	5	5	4	5	0	0	540
3	2	1	4	1	2	1	1	1	2	0	1	0	0	0	5	5	5	4	0	0	520
2	3	0	4	1	3	2	0	0	2	2	5	4	4	3	3	3	2	4	0	0	510
2	3	0	4	1	3	2	1	1	2	2	5	4	4	3	3	3	2	4	0	0	510
0	2	2	4	1	2	2	0	1	2	0	5	5	5	5	0	3	2	0	0	0	325
0	3	3	4	1	2	1	1	1	2	1	3	4	4	4	4	3	3	4	0	0	405
1	1	0	4	1	0	0	0	1	2	0	5	4	4	4	4	1	2	3	0	0	555
1	3	3	4	1	2	1	0	1	1	2	3	3	2	2	4	3	5	4	0	0	305
1	3	3	4	1	2	1	1	1	2	1	3	3	2	2	4	3	5	4	0	0	520
1	1	0	4	0	1	1	0	1	1	0	1	2	1	2	4	3	5	0	0	0	270
1	3	1	4	1	2	1	1	1	2	1	2	4	4	2	0	4	3	0	0	0	435
1	3	1	4	0	2	1	0	1	1	2	2	4	4	2	0	4	3	0	0	0	505
0	3	0	4	1	3	2	1	1	2	2	5	5	4	5	3	3	2	0	0	0	525
0	3	0	4	1	3	2	0	1	2	2	5	5	4	5	3	3	2	0	0	0	210
4	3	1	4	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	560
1	3	3	4	1	3	1	1	1	2	1	1	1	3	0	4	5	5	5	0	0	540
4	3	0	4	2	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	450
4	3	1	4	0	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	565
1	2	2	4	1	3	1	1	1	2	0	4	4	3	3	4	4	4	4	0	0	475
2	3	0	4	0	1	1	1	1	2	2	2	1	0	2	3	2	4	4	0	0	518
1	1	0	4	1	3	1	1	1	2	1	5	5	4	3	0	0	0	0	0	0	615
3	1	0	4	0	0	1	0	1	2	1	1	3	3	0	0	0	0	4	0	0	510
1	3	0	4	1	1	2	1	1	2	1	1	3	2	2	4	4	4	0	0	0	504
4	3	3	4	1	3	1	0	1	1	2	1	0	0	0	5	5	5	5	0	0	605
4	3	3	4	1	3	1	1	1	2	1	1	0	0	0	5	5	5	5	0	0	635
3	3	2	4	1	3	1	0	1	1	2	1	0	0	1	4	3	5	4	0	0	540
2	2	0	4	2	1	1	1	1	2	0	4	4	4	2	3	3	2	4	0	0	415
3	3	1	4	1	2	2	1	1	2	1	1	0	0	0	4	5	5	4	0	0	540
1	1	0	4	1	2	1	1	1	2	0	5	4	4	4	4	3	4	1	0	0	510
3	3	0	4	0	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	450
3	4	0	4	1	3	1	1	1	0	0	0	0	1	0	5	5	0	5	0	0	540
3	2	0	4	1	2	2	0	1	0	2	3	1	0	1	3	3	4	4	0	0	200
2	3	3	4	1	3	2	0	1	1	2	1	3	2	1	2	2	4	3	0	0	275
3	2	1	4	0	1	1	1	1	2	0	0	0	0	0	4	4	5	5	0	0	582
4	2	2	4	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	715
3	3	0	4	1	3	2	1	1	2	1	1	0	0	1	5	5	5	1	0	0	480
4	2	1	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	285
1	3	2	4	1	2	2	1	1	2	1	5	4	4	4	0	0	0	0	0	0	570
1	3	2	4	1	2	2	0	1	1	2	5	4	4	4	0	0	0	0	0	0	460
0	3	0	4	1	3	1	0	0	2	2	1	1	1	3	4	3	3	2	0	0	545
0	3	0	4	1	3	1	1	1	2	2	1	1	1	3	4	3	3	2	0	0	540
2	2	1	4	1	1	2	1	1	2	0	3	1	0	1	0	0	4	4	0	0	420
0	3	0	4	0	3	1	1	1	2	2	5	5	5	5	0	0	0	1	0	0	505
0	3	0	4	0	3	1	0	1	2	2	5	5	5	5	0	0	0	1	0	0	570
0	2	2	4	1	0	1	1	1	2	0	5	4	4	5	0	2	0	0	0	0	540
2	3	0	4	1	2	1	0	0	1	2	1	0	0	1	4	0	3	4	0	0	505
2	3	1	4	1	1	1	1	1	2	1	3	4	2	2	3	3	2	3	0	0	580
2	3	1	4	1	1	1	0	0	1	2	3	4	2	2	3	3	2	3	0	0	465
1	1	0	4	0	1	1	1	1	2	1	5	4	4	4	4	3	3	0	0	0	675
0	2	0	4	2	3	1	0	1	0	2	3	1	1	2	3	3	2	4	0	0	530
4	3	1	4	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	555
1	3	2	4	1	2	1	1	1	2	1	1	2	1	2	4	4	4	4	0	0	315
4	1	0	4	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	607
0	1	0	4	1	3	1	1	1	2	0	5	5	4	5	0	0	0	0	0	0	540
1	3	0	4	0	3	2	1	1	2	2	5	5	4	5	0	0	0	0	0	0	570
1	2	0	4	2	1	1	1	1	2	0	4	4	2	3	4	4	3	4	0	0	490
3	2	0	4	2	3	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	520
2	2	0	4	1	2	1	1	1	2	0	5	5	4	4	4	3	3	3	0	0	596
1	3	1	4	1	3	2	1	1	2	1	3	4	4	3	1	0	0	1	0	0	480
1	0	0	4	1	0	1	1	1	0	0	5	4	4	5	0	0	3	0	0	0	635
4	1	0	4	0	1	2	0	1	2	0	0	0	0	0	5	5	5	5	0	0	535
3	3	0	4	1	2	2	1	1	2	1	1	0	0	0	5	5	5	4	0	0	510
0	3	0	4	0	3	0	0	1	2	2	5	5	5	5	1	0	0	1	0	0	570
0	3	0	4	0	3	0	1	1	2	2	5	5	5	5	1	0	0	1	0	0	510
0	1	0	4	1	2	0	1	0	2	0	5	5	5	5	0	0	1	0	0	0	560
4	3	0	4	2	1	1	1	1	2	2	2	4	0	0	0	0	5	5	0	0	530
0	3	0	4	0	2	1	0	1	2	2	5	5	5	5	2	0	0	1	0	0	520
4	2	0	4	1	3	0	1	0	2	0	1	0	0	0	5	0	5	5	0	0	310
4	1	0	4	1	0	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	505
4	2	2	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	435
4	3	0	4	1	2	2	1	1	1	1	0	0	0	0	5	5	5	5	0	0	505
4	3	0	4	1	2	2	0	1	1	1	0	0	0	0	5	5	5	5	0	0	390
0	1	0	4	0	2	0	1	1	2	0	5	5	5	5	2	0	0	1	0	0	535
4	2	0	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	535
2	3	2	4	1	2	1	1	1	2	1	3	2	4	2	0	1	4	0	0	0	525
2	3	2	4	1	2	1	0	1	1	2	3	2	4	2	0	1	4	0	0	0	346
1	2	0	4	1	1	0	1	1	2	0	4	4	3	2	4	4	4	4	0	0	589
0	3	3	4	1	3	1	1	1	2	2	5	5	4	5	0	1	3	0	0	0	80
0	3	3	4	1	3	1	0	1	2	2	5	5	4	5	0	1	3	0	0	0	570
0	1	0	4	1	2	0	1	1	2	2	5	4	4	5	2	3	2	0	0	0	330
3	2	2	4	1	1	1	1	1	2	0	1	1	0	1	4	4	5	4	0	0	705
0	3	0	4	1	3	1	1	1	2	2	5	5	5	5	1	1	1	0	0	0	585
0	3	0	4	1	3	1	0	1	2	2	5	5	5	5	1	1	1	0	0	0	440
4	2	3	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	530
0	3	0	4	0	3	2	1	1	2	2	0	0	2	0	5	4	2	3	0	0	570
0	2	0	4	2	3	1	0	1	0	2	5	5	4	5	1	1	1	0	0	0	438
1	2	1	4	1	3	1	1	1	2	0	1	3	4	2	4	4	2	4	0	0	525
3	1	0	4	1	0	1	1	1	2	0	0	0	1	0	5	5	4	5	0	0	330
2	3	2	4	1	2	2	1	1	2	1	4	4	2	2	4	3	3	4	0	0	735
2	3	2	4	1	2	2	0	1	1	2	4	4	2	2	4	3	3	4	0	0	390
1	1	0	4	1	0	1	1	1	2	1	3	4	1	1	4	4	4	5	0	0	350
4	2	3	4	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	575
2	2	1	4	1	3	1	1	1	2	0	3	2	1	3	2	2	2	2	0	0	520
2	1	0	4	2	1	0	0	1	2	0	4	3	1	2	0	2	2	3	0	0	240
3	3	3	4	1	2	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	645
0	3	0	4	1	3	2	1	1	2	2	3	1	3	2	0	5	5	4	0	0	600
0	3	0	4	1	3	2	0	1	2	2	3	1	3	2	0	5	5	4	0	0	255
1	3	2	4	1	2	1	1	1	2	1	4	3	1	2	2	1	2	4	0	0	450
1	1	0	4	1	1	1	1	1	2	0	4	4	3	3	0	0	4	0	0	0	600
4	3	2	4	1	1	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	510
2	3	0	4	1	3	2	1	1	2	1	5	4	4	4	3	3	2	3	0	0	590
2	3	0	4	1	3	2	0	1	1	2	5	4	4	4	3	3	2	3	0	0	270
4	3	2	4	1	2	2	1	1	2	1	1	0	0	0	5	5	5	5	0	0	240
2	4	0	4	1	1	2	1	1	0	0	1	4	3	3	2	1	2	3	0	0	325
2	4	0	4	1	1	2	0	1	0	0	1	4	3	3	2	1	2	3	0	0	540
1	2	3	4	1	3	1	1	1	2	0	0	5	4	0	4	4	3	5	0	0	525
1	2	3	4	1	3	1	0	0	0	2	0	5	4	0	4	4	3	5	0	0	515
1	1	0	4	1	3	1	1	1	2	0	1	4	4	2	0	2	2	0	0	0	495
4	2	2	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	455
3	3	0	4	0	3	2	1	1	2	2	1	0	0	0	5	5	5	5	0	0	520
3	3	0	4	0	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	385
1	2	2	4	1	1	1	0	0	1	0	5	4	3	4	1	3	2	2	0	0	323
0	2	0	4	2	1	1	1	1	0	2	5	5	5	5	0	1	1	1	0	0	465
3	3	1	4	0	3	1	1	1	2	1	3	4	2	2	4	4	4	4	0	0	520
3	3	1	4	0	3	1	0	1	1	2	3	4	2	2	4	4	4	4	0	0	477
3	3	1	4	1	3	2	1	1	2	1	3	1	0	2	2	1	5	3	0	0	395
3	3	1	4	0	3	2	0	1	1	2	3	1	0	2	2	1	5	3	0	0	510
0	1	0	4	0	1	0	1	0	2	0	5	5	4	5	1	1	3	0	0	0	530
0	3	0	4	1	3	1	1	1	2	2	5	5	4	5	2	2	3	0	0	0	150
0	3	0	4	0	3	1	0	1	2	2	5	5	4	5	2	2	3	0	0	0	495
3	3	1	4	1	3	1	0	1	1	2	1	0	0	1	5	5	5	1	0	0	535
3	3	1	4	0	3	1	1	1	2	1	1	0	0	1	5	5	5	1	0	0	456
1	3	1	4	0	2	1	0	1	1	2	4	4	3	1	4	3	3	4	0	0	255
1	3	0	4	1	3	1	1	1	2	2	0	0	0	0	5	5	4	5	0	0	405
1	3	0	4	1	3	1	0	1	2	2	0	0	0	0	5	5	4	5	0	0	500
3	2	2	4	1	1	1	1	1	2	0	1	0	0	0	5	5	5	0	0	0	505
2	3	0	4	1	1	1	0	1	1	1	3	1	1	2	0	0	3	3	0	0	663
2	3	0	4	1	3	2	1	1	2	2	5	2	4	3	3	3	3	4	0	0	540
2	3	0	4	0	3	2	0	1	2	2	5	2	4	3	3	3	3	4	0	0	497
1	3	0	4	0	3	1	1	1	2	2	3	4	3	2	3	3	4	2	0	0	719
0	3	0	4	1	2	1	0	1	2	2	5	5	5	5	1	0	0	1	0	0	560
3	3	0	4	1	3	2	1	1	2	2	1	0	0	0	0	0	5	5	0	0	477
1	3	0	4	2	3	0	0	0	1	2	3	1	2	2	0	3	2	1	0	0	190
1	3	0	4	1	3	2	1	1	2	2	4	4	4	5	1	3	1	2	0	0	390
3	3	0	4	1	3	1	1	1	2	2	2	0	0	0	0	5	5	5	0	0	525
2	2	1	4	1	3	2	1	1	2	0	2	1	0	1	3	0	5	4	0	0	555
4	2	0	4	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	285
3	3	2	4	1	3	1	1	1	2	1	0	4	2	0	5	5	4	5	0	0	570
1	3	3	4	1	3	1	1	1	2	1	5	4	4	4	3	3	2	4	0	0	345
1	3	3	4	1	3	1	0	1	1	2	5	4	4	4	3	3	2	4	0	0	290
1	1	0	4	2	1	0	1	1	2	0	4	3	4	3	4	3	3	3	0	0	150
2	3	3	4	1	3	1	1	1	2	1	3	1	0	2	2	2	2	3	0	0	575
1	1	0	4	2	3	1	1	1	2	1	5	5	4	5	3	3	3	3	0	0	435
1	1	0	4	0	0	1	0	1	2	0	4	3	1	2	4	3	4	4	0	0	552
2	2	2	4	1	2	1	1	0	2	0	3	5	4	4	3	1	2	4	0	0	495
1	2	0	4	2	1	1	1	1	2	0	3	1	4	3	0	3	2	0	0	0	495
2	3	0	4	0	3	1	0	1	1	2	2	4	4	2	1	1	1	2	0	0	465
2	3	0	4	0	3	1	1	0	2	1	2	4	4	2	1	1	1	2	0	0	508
4	3	0	4	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	510
0	3	0	4	0	1	1	0	1	2	2	5	5	4	5	4	3	3	0	0	0	545
4	1	0	4	1	0	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	510
1	1	0	4	0	2	1	0	1	2	0	1	4	4	2	4	5	4	4	0	0	445
1	2	0	4	1	2	1	0	0	0	2	5	5	4	5	0	0	0	0	0	0	525
4	3	1	4	1	0	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	330
4	3	1	4	0	0	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	568
0	1	0	4	1	3	1	0	1	2	1	5	4	4	5	1	0	0	1	0	0	540
4	3	0	4	0	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	565
0	1	0	4	1	0	0	0	1	2	2	5	5	4	5	1	0	2	2	0	0	695
1	2	1	4	1	1	2	0	1	0	2	4	4	4	3	4	3	4	3	0	0	140
1	3	0	4	2	2	1	1	1	2	1	3	1	0	1	4	5	5	5	0	0	545
0	2	0	4	1	0	0	1	0	2	0	5	5	4	5	0	0	1	0	0	0	505
0	1	0	4	2	2	0	0	1	2	0	5	5	5	5	1	0	1	1	0	0	475
0	1	0	4	2	1	1	0	1	2	0	5	5	5	5	1	2	0	1	0	0	490
4	3	0	4	1	0	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	430
0	3	0	4	2	3	2	1	1	2	2	5	4	4	5	0	0	2	3	0	0	395
1	3	0	4	0	3	2	0	1	1	2	5	4	4	4	3	3	3	1	0	0	345
1	3	0	4	0	3	2	1	1	2	1	5	4	4	4	3	3	3	1	0	0	510
2	3	3	4	1	3	2	1	1	2	1	1	1	2	0	4	4	4	5	0	0	600
2	3	3	4	1	3	2	0	1	1	2	1	1	2	0	4	4	4	5	0	0	420
3	2	0	4	1	3	2	1	1	2	0	1	0	1	1	4	5	5	5	0	0	545
3	3	0	4	2	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	517
4	3	0	4	2	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	540
4	3	0	4	2	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	390
4	3	0	4	1	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	495
4	3	0	4	1	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	585
3	2	1	4	0	3	2	0	1	0	2	0	1	0	0	4	4	4	5	0	0	300
0	3	0	4	1	2	0	0	1	1	2	5	5	5	5	0	0	0	0	0	0	515
4	3	0	4	1	2	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	234
3	1	0	4	0	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	585
2	2	2	4	1	2	2	1	1	2	0	3	2	2	2	3	3	2	3	0	0	540
4	3	1	4	1	3	2	0	1	1	1	0	0	0	0	5	5	5	5	0	0	360
1	3	0	4	1	1	1	0	1	2	2	3	4	4	3	2	3	2	0	0	0	245
1	3	0	4	2	1	1	1	1	2	2	3	4	4	3	2	3	2	0	0	0	145
3	3	3	4	1	2	1	0	0	2	2	1	1	0	1	5	5	5	3	0	0	405
1	3	0	4	2	2	2	1	1	2	1	0	5	4	0	4	4	3	5	0	0	465
1	3	0	4	1	2	2	0	1	1	2	0	5	4	0	4	4	3	5	0	0	560
0	1	0	4	1	1	0	0	0	1	0	1	1	0	2	3	4	5	0	0	0	303
3	3	1	4	0	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	555
2	3	0	4	1	1	2	1	1	2	1	0	4	3	1	5	5	4	5	0	0	525
0	3	1	4	1	1	1	1	1	2	1	4	1	0	4	0	0	2	2	0	0	370
2	3	1	4	0	3	1	1	1	2	1	3	2	0	2	3	2	2	4	0	0	506
2	2	0	4	2	3	2	1	1	2	0	1	3	1	2	4	3	5	0	0	0	625
2	2	3	4	1	3	2	0	1	0	2	1	2	0	1	0	0	2	0	0	0	313
2	2	3	4	1	3	2	1	1	2	0	1	2	0	1	0	0	2	0	0	0	490
3	2	3	4	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	295
0	1	0	4	0	2	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	460
0	3	0	4	0	3	2	0	1	2	2	5	5	5	5	0	0	0	0	0	0	510
0	3	0	4	0	3	2	1	1	2	2	5	5	5	5	0	0	0	0	0	0	495
3	3	3	4	2	3	1	1	1	1	1	2	4	3	1	0	0	4	0	0	0	245
3	3	3	4	1	3	1	0	1	1	1	2	4	3	1	0	0	4	0	0	0	480
4	1	0	4	1	0	1	0	1	1	1	0	0	0	0	5	5	5	5	0	0	170
4	2	0	4	1	2	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	263
4	2	0	4	1	2	2	0	0	0	2	0	0	0	0	5	5	5	5	0	0	134
3	2	2	4	1	1	1	0	1	2	0	1	3	2	1	4	4	4	5	0	0	540
1	3	0	4	0	3	0	1	1	2	2	5	4	4	4	2	1	2	3	0	0	320
1	3	0	4	0	3	0	0	0	2	2	5	4	4	4	2	1	2	3	0	0	560
3	2	0	4	1	3	1	1	1	2	0	0	0	0	0	5	5	0	5	0	0	375
4	3	0	4	2	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	300
2	2	2	4	1	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	526
1	3	3	4	1	1	2	0	1	1	2	5	4	4	2	4	4	2	4	0	0	240
4	2	1	4	0	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	615
3	2	1	4	0	1	1	1	1	2	0	1	1	1	1	2	0	5	3	0	0	765
1	3	0	4	0	1	1	1	1	2	2	2	4	3	2	4	3	3	4	0	0	540
1	3	0	4	0	1	1	0	1	2	2	2	4	3	2	4	3	3	4	0	0	530
2	3	0	4	1	3	1	1	1	2	1	4	4	4	3	4	3	2	4	0	0	521
2	3	0	4	1	3	1	0	1	1	2	4	4	4	3	4	3	2	4	0	0	250
0	3	0	4	1	3	2	0	1	2	2	5	4	3	5	2	1	2	1	0	0	510
2	1	0	4	0	3	1	1	1	2	2	3	4	3	2	3	3	2	4	0	0	525
3	3	1	4	1	2	1	0	1	1	2	1	0	0	0	5	5	5	2	0	0	265
3	3	1	4	1	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	525
